step,time_s,ALLKE_mJ,ALLSE_mJ,ETOTAL_mJ
Step-Preload,0.0,0.0,0.0,0.0
Step-Preload,9.999999747378752e-05,0.002018573461100459,1.2074919730764577e-08,-4.197276211925782e-06
Step-Preload,0.00019999995129182935,0.00801435112953186,-5.044196586823091e-05,-4.4370048271957785e-05
Step-Preload,0.00029999989783391356,0.01786729134619236,-1.7503858543932438e-05,-1.8071799786412157e-05
Step-Preload,0.0003999998443759978,0.03145997226238251,-4.90733036713209e-05,-5.622147727990523e-05
Step-Preload,0.000499999790918082,0.04867752641439438,-1.473146585340146e-05,-2.9173357688705437e-05
Step-Preload,0.0005999997374601662,0.06940796226263046,-4.501297007664107e-05,-6.800820847274736e-05
Step-Preload,0.0006999996840022504,0.09354206174612045,-9.51809124671854e-06,-4.303538298700005e-05
Step-Preload,0.0007999996305443347,0.12097357213497162,-3.875756010529585e-05,-8.508780592819676e-05
Step-Preload,0.0008999995770864189,0.1515989452600479,-2.9653442652488593e-06,-6.416178803192452e-05
Step-Preload,0.0009999994654208422,0.18531756103038788,-3.30975599354133e-05,-0.00011057567462557927
Step-Preload,0.0010999994119629264,0.2220311462879181,1.0213288987870328e-06,-9.386184683535248e-05
Step-Preload,0.001204699045047164,0.26358065009117126,-3.0936487746657804e-05,-0.0001452592114219442
Step-Preload,0.0013046989915892482,0.30613479018211365,1.1989927770628128e-06,-0.00013105808466207236
Step-Preload,0.0014046989381313324,0.3513947129249573,-3.2761774491518736e-05,-0.0001816898729884997
Step-Preload,0.0015046987682580948,0.3992763161659241,-1.9296121536171995e-06,-0.00016614508058410138
Step-Preload,0.0016046985983848572,0.449692964553833,-3.596651731641032e-05,-0.00021367882436607033
Step-Preload,0.0017046984285116196,0.5025599002838135,-4.362516847322695e-06,-0.00019319076091051102
Step-Preload,0.001804698258638382,0.5577945113182068,-3.733956691576168e-05,-0.00023426477855537087
Step-Preload,0.0019046980887651443,0.6153157949447632,-4.369101588963531e-06,-0.0002062869316432625
Step-Preload,0.0020046979188919067,0.6750448942184448,-3.4888151276391e-05,-0.00023869232973083854
Step-Preload,0.002104697749018669,0.7369044423103333,1.1620905752351973e-05,-0.0001907834375742823
Step-Preload,0.0022046975791454315,0.8008185029029846,4.451496351975948e-06,-0.00019346775661688298
Step-Preload,0.002304697409272194,0.8667128086090088,6.108831439632922e-05,-0.00013018018216826022
Step-Preload,0.0024046972393989563,0.9345143437385559,3.363059659022838e-05,-0.00014997711696196347
Step-Preload,0.0025046970695257187,1.0041515827178955,6.781864067306742e-05,-0.00010843470226973295
Step-Preload,0.002604696899652481,1.075554609298706,3.767817543121055e-05,-0.00013259169645607471
Step-Preload,0.0027046967297792435,1.1486551761627197,0.00011630199878709391,-5.119944762554951e-05
Step-Preload,0.002804696559906006,1.2233868837356567,9.57993179326877e-05,-7.349162478931248e-05
Step-Preload,0.0029046963900327682,1.2996852397918701,0.0002263342757942155,4.995100971427746e-05
Step-Preload,0.0030046964529901743,1.377488136291504,0.0001641726994421333,-2.4606437364127487e-05
Step-Preload,0.0031046965159475803,1.4567350149154663,0.00041475804755464196,0.0002078657125821337
Step-Preload,0.0032046963460743427,1.537367820739746,0.0005722854984924197,0.0003422652371227741
Step-Preload,0.003304696176201105,1.6193299293518066,0.0009627560502849519,0.0007056893082335591
Step-Preload,0.0034046960063278675,1.7025669813156128,0.0017141852295026183,0.0014277537120506167
Step-Preload,0.00350469583645463,1.787026286125183,0.0035831420682370663,0.003266738262027502
Step-Preload,0.0036046956665813923,1.872656226158142,0.003909378312528133,0.003563696751371026
Step-Preload,0.0037046954967081547,1.9594066143035889,0.003105633892118931,0.0027332380414009094
Step-Preload,0.003804695326834917,2.047227621078491,0.005043801385909319,0.004648019094020128
Step-Preload,0.0039046951569616795,2.1360721588134766,0.005510115530341864,0.005096286069601774
Step-Preload,0.004004694987088442,2.22589111328125,0.007098703179508448,0.00667066965252161
Step-Preload,0.004104609601199627,2.3165640830993652,0.006453648209571838,0.006019640248268843
Step-Preload,0.004204438999295235,2.408038377761841,0.006801276467740536,0.006364889908581972
Step-Preload,0.004304182715713978,2.5002710819244385,0.006695643998682499,0.006264255382120609
Step-Preload,0.004403841216117144,2.5932161808013916,0.007565606385469437,0.00714453961700201
Step-Preload,0.004503414500504732,2.6868276596069336,0.006449053529649973,0.006042113993316889
Step-Preload,0.004602902103215456,2.781062364578247,0.00809587724506855,0.0077056242153048515
Step-Preload,0.004702304489910603,2.875878095626831,0.006960876751691103,0.006588848307728767
Step-Preload,0.004801621660590172,2.9712307453155518,0.008120817132294178,0.007764368783682585
Step-Preload,0.004900853615254164,3.0670833587646484,0.007593742571771145,0.007251671981066465
Step-Preload,0.004999999888241291,3.163393974304199,0.007702518254518509,0.007369502913206816
Step-Separation,0.0,3.163393974304199,0.007702518254518509,0.007369473110884428
Step-Separation,0.00109976960811764,4436.24365234375,4584.3779296875,-308.62274169921875
Step-Separation,0.0020043186377733946,5792.85791015625,-7882.21923828125,-15540.1767578125
Step-Separation,0.0030041669961065054,7087.24755859375,-5049.509765625,-15528.48046875
Step-Separation,0.004003908950835466,7674.9765625,-4564.486328125,-15515.244140625
Step-Separation,0.005003519356250763,7754.71533203125,-1933.1357421875,-15475.99609375
Step-Separation,0.0060031358152627945,7464.4716796875,-11.288107872009277,-15412.0302734375
Step-Separation,0.007002770900726318,7284.86279296875,1508.041015625,-15366.6689453125
Step-Separation,0.00800244975835085,6953.8623046875,2800.56640625,-15328.8212890625
Step-Separation,0.009002055041491985,6811.23046875,3828.845458984375,-15279.8212890625
Step-Separation,0.010001652874052525,6717.88330078125,3950.465576171875,-15217.9306640625
Step-Separation,0.011001273058354855,6515.41455078125,3626.37744140625,-15163.7255859375
Step-Separation,0.012000920251011848,6188.87939453125,3844.69384765625,-15107.021484375
Step-Separation,0.013000505045056343,5881.84033203125,4193.1865234375,-15051.5224609375
Step-Separation,0.014000076800584793,5498.1435546875,4732.56298828125,-14989.275390625
Step-Separation,0.015099645592272282,5130.7607421875,18915.474609375,-910.9649658203125
Step-Separation,0.01609927974641323,4900.20947265625,19046.16015625,-975.8162231445312
Step-Separation,0.017098935320973396,4654.552734375,19235.296875,-1044.609375
Step-Separation,0.018098557367920876,4463.9365234375,19720.0546875,-1117.836181640625
Step-Separation,0.01909816265106201,4310.72802734375,20192.09765625,-1195.20751953125
Step-Separation,0.020097732543945312,4139.1640625,20554.197265625,-1271.40380859375
Step-Separation,0.02109728567302227,4009.2392578125,20826.396484375,-1353.057861328125
Step-Separation,0.02209683135151863,3908.706787109375,20844.8984375,-1434.9510498046875
Step-Separation,0.023096377030014992,3798.59228515625,20806.349609375,-1520.7666015625
Step-Separation,0.024095937609672546,3736.8642578125,20620.61328125,-1612.887451171875
Step-Separation,0.025095488876104355,3672.640869140625,20472.30078125,-1706.449951171875
Step-Separation,0.026095043867826462,3599.504150390625,20320.611328125,-1799.0538330078125
Step-Separation,0.027094602584838867,3536.152099609375,19946.994140625,-1896.0372314453125
Step-Separation,0.028094181790947914,3474.1962890625,19610.115234375,-1992.5
Step-Separation,0.029093772172927856,3397.474365234375,19214.0390625,-2091.476806640625
Step-Separation,0.030093379318714142,3347.798095703125,18994.6171875,-2194.2236328125
Step-Separation,0.031092986464500427,3287.1982421875,18747.603515625,-2298.373779296875
Step-Separation,0.03209259361028671,3226.590576171875,18652.0390625,-2405.656005859375
Step-Separation,0.033092200756073,3174.139892578125,18359.58984375,-2516.262451171875
Step-Separation,0.03409180790185928,3112.4912109375,18208.341796875,-2629.80419921875
Step-Separation,0.03509141504764557,3048.9296875,17981.064453125,-2744.581787109375
Step-Separation,0.036091022193431854,2996.302001953125,17920.408203125,-2862.119873046875
Step-Separation,0.03709062933921814,2939.18408203125,17772.134765625,-2980.277099609375
Step-Separation,0.038090236485004425,2891.317138671875,17730.48046875,-3100.25341796875
Step-Separation,0.03908984363079071,2850.990478515625,17556.59375,-3220.65087890625
Step-Separation,0.040089450776576996,2808.478759765625,17425.69140625,-3343.24853515625
Step-Separation,0.04108905792236328,2767.397705078125,17236.587890625,-3466.4208984375
Step-Separation,0.04208866506814957,2731.697021484375,17200.9609375,-3589.134521484375
Step-Separation,0.04308827221393585,2692.57080078125,17138.060546875,-3712.995849609375
Step-Separation,0.04408787935972214,2658.9296875,17115.830078125,-3838.18505859375
Step-Separation,0.04508748650550842,2631.35546875,16963.935546875,-3964.966796875
Step-Separation,0.04608709365129471,2604.086669921875,16926.35546875,-4094.011962890625
Step-Separation,0.047086700797080994,2583.55029296875,16833.359375,-4223.1962890625
Step-Separation,0.04808630794286728,2566.09765625,16888.01953125,-4350.8115234375
Step-Separation,0.049085915088653564,2545.96484375,16829.296875,-4481.8623046875
Step-Separation,0.05008552223443985,2526.9462890625,16858.5859375,-4607.3173828125
Step-Separation,0.051085129380226135,2510.240478515625,16747.568359375,-4739.56689453125
Step-Separation,0.05208473652601242,2491.6171875,16746.64453125,-4871.88525390625
Step-Separation,0.053084343671798706,2475.84716796875,16637.783203125,-5005.5537109375
Step-Separation,0.05408395081758499,2461.994140625,16665.794921875,-5137.978515625
Step-Separation,0.05508355796337128,2447.823974609375,16581.9921875,-5267.927734375
Step-Separation,0.05608316510915756,2435.201171875,16578.337890625,-5401.57763671875
Step-Separation,0.05708277225494385,2423.89599609375,16434.802734375,-5531.40966796875
Step-Separation,0.05808237940073013,2411.421142578125,16409.314453125,-5662.177734375
Step-Separation,0.05908198654651642,2400.603271484375,16308.279296875,-5794.33203125
Step-Separation,0.060081593692302704,2390.379638671875,16321.8671875,-5925.4462890625
Step-Separation,0.06108120083808899,2380.257568359375,16215.779296875,-6054.748046875
Step-Separation,0.062080807983875275,2371.546142578125,16191.2197265625,-6183.63330078125
Step-Separation,0.06308039277791977,2363.55615234375,16058.75390625,-6310.193359375
Step-Separation,0.06407996267080307,2355.6787109375,16031.90234375,-6439.57568359375
Step-Separation,0.06507953256368637,2348.676025390625,15907.625,-6568.22216796875
Step-Separation,0.06607910245656967,2341.903076171875,15889.548828125,-6695.52734375
Step-Separation,0.06707867234945297,2335.223876953125,15749.580078125,-6822.240234375
Step-Separation,0.06807824224233627,2329.30078125,15705.3896484375,-6942.8232421875
Step-Separation,0.06907781213521957,2323.5556640625,15540.63671875,-7064.646484375
Step-Separation,0.07007738202810287,2318.045654296875,15482.423828125,-7188.64306640625
Step-Separation,0.07107695192098618,2312.97998046875,15339.95703125,-7307.66552734375
Step-Separation,0.07207652181386948,2308.110595703125,15292.1630859375,-7428.07861328125
Step-Separation,0.07307609170675278,2303.20751953125,15140.955078125,-7546.376953125
Step-Separation,0.07407566159963608,2298.679443359375,15074.98828125,-7662.32861328125
Step-Separation,0.07507523149251938,2294.05908203125,14920.0380859375,-7780.46337890625
Step-Separation,0.07607480138540268,2289.6552734375,14871.037109375,-7894.626953125
Step-Separation,0.07707437127828598,2285.448486328125,14734.76953125,-8007.3505859375
Step-Separation,0.07807394117116928,2281.195556640625,14693.6142578125,-8119.5048828125
Step-Separation,0.07907351106405258,2277.027587890625,14556.646484375,-8225.58984375
Step-Separation,0.08007308095693588,2273.06982421875,14506.3505859375,-8332.36328125
Step-Separation,0.08107265084981918,2269.018798828125,14360.1474609375,-8435.9140625
Step-Separation,0.08207222074270248,2265.0888671875,14311.37109375,-8538.8447265625
Step-Separation,0.08307179063558578,2261.283447265625,14181.234375,-8638.84765625
Step-Separation,0.08407136052846909,2257.5234375,14136.5517578125,-8737.4150390625
Step-Separation,0.08507093042135239,2253.828125,13995.4033203125,-8835.4208984375
Step-Separation,0.08607050031423569,2250.22314453125,13943.6337890625,-8929.1259765625
Step-Separation,0.08707007020711899,2246.61328125,13804.58203125,-9022.7119140625
Step-Separation,0.08806964010000229,2243.114990234375,13760.68359375,-9116.138671875
Step-Separation,0.08906920999288559,2239.6611328125,13640.5302734375,-9203.36328125
Step-Separation,0.09006877988576889,2236.22802734375,13605.28125,-9292.1708984375
Step-Separation,0.09106834977865219,2232.880126953125,13484.654296875,-9378.5810546875
Step-Separation,0.09206791967153549,2229.587158203125,13448.1962890625,-9461.46875
Step-Separation,0.09306748956441879,2226.31103515625,13339.5810546875,-9541.603515625
Step-Separation,0.0940670594573021,2223.13232421875,13318.021484375,-9620.912109375
Step-Separation,0.0950666293501854,2219.934814453125,13219.9921875,-9701.1474609375
Step-Separation,0.0960661992430687,2216.791748046875,13203.4501953125,-9775.568359375
Step-Separation,0.097065769135952,2213.683349609375,13101.0751953125,-9852.2509765625
Step-Separation,0.0980653390288353,2210.58740234375,13074.1669921875,-9927.9970703125
Step-Separation,0.0990649089217186,2207.508544921875,12977.7275390625,-9994.5146484375
Step-Separation,0.1000644788146019,2204.50830078125,12956.935546875,-10063.9951171875
Step-Separation,0.1010640487074852,2201.5029296875,12866.875,-10129.3759765625
Step-Separation,0.1020636186003685,2198.53662109375,12851.3505859375,-10195.1064453125
Step-Separation,0.1030631884932518,2195.583251953125,12759.53515625,-10258.33984375
Step-Separation,0.1040627583861351,2192.665283203125,12741.267578125,-10319.29296875
Step-Separation,0.1050623282790184,2189.735107421875,12651.8046875,-10379.6064453125
Step-Separation,0.1060618981719017,2186.862548828125,12640.001953125,-10437.8359375
Step-Separation,0.107061468064785,2183.9892578125,12562.2578125,-10492.4970703125
Step-Separation,0.1080610379576683,2181.167236328125,12554.1298828125,-10546.40234375
Step-Separation,0.1090606078505516,2178.341064453125,12476.869140625,-10598.234375
Step-Separation,0.1100601777434349,2175.576171875,12468.138671875,-10649.765625
Step-Separation,0.1110597476363182,2172.7890625,12392.6416015625,-10700.091796875
Step-Separation,0.11205931752920151,2170.064697265625,12394.2275390625,-10742.7548828125
Step-Separation,0.11305888742208481,2167.3349609375,12332.103515625,-10785.56640625
Step-Separation,0.11405845731496811,2164.6455078125,12331.8369140625,-10828.0107421875
Step-Separation,0.11505802720785141,2161.974853515625,12269.595703125,-10866.9697265625
Step-Separation,0.11605759710073471,2159.335205078125,12270.0673828125,-10905.2392578125
Step-Separation,0.11705716699361801,2156.68994140625,12207.375,-10944.583984375
Step-Separation,0.11805673688650131,2154.094482421875,12214.6865234375,-10978.7060546875
Step-Separation,0.11905630677938461,2151.4990234375,12157.53125,-11014.34765625
Step-Separation,0.12005587667226791,2148.939697265625,12164.3994140625,-11046.7685546875
Step-Separation,0.12105544656515121,2146.381103515625,12112.2177734375,-11077.4765625
Step-Separation,0.12205501645803452,2143.864501953125,12120.8603515625,-11105.8359375
Step-Separation,0.12305458635091782,2141.344482421875,12077.6953125,-11129.4658203125
Step-Separation,0.12405415624380112,2138.8642578125,12090.76171875,-11154.9443359375
Step-Separation,0.12505373358726501,2136.3740234375,12049.8193359375,-11178.962890625
Step-Separation,0.12605330348014832,2133.916259765625,12065.83203125,-11200.6240234375
Step-Separation,0.12705287337303162,2131.46728515625,12024.017578125,-11224.46875
Step-Separation,0.12805244326591492,2129.05224609375,12039.2890625,-11246.4404296875
Step-Separation,0.12905201315879822,2126.628173828125,12004.95703125,-11264.373046875
Step-Separation,0.13005158305168152,2124.249267578125,12026.587890625,-11280.3583984375
Step-Separation,0.13105115294456482,2121.861083984375,11991.7509765625,-11299.7646484375
Step-Separation,0.13205072283744812,2119.511474609375,12014.7705078125,-11313.224609375
Step-Separation,0.13305029273033142,2117.15625,11986.5283203125,-11326.6142578125
Step-Separation,0.13404986262321472,2114.838134765625,12007.4609375,-11340.5751953125
Step-Separation,0.13504943251609802,2112.5185546875,11980.38671875,-11354.12890625
Step-Separation,0.13604900240898132,2110.2294921875,12006.806640625,-11363.0830078125
Step-Separation,0.13704857230186462,2107.93701171875,11985.4794921875,-11372.1181640625
Step-Separation,0.13804814219474792,2105.676513671875,12011.859375,-11380.375
Step-Separation,0.13904771208763123,2103.4091796875,11994.7333984375,-11385.66796875
Step-Separation,0.14004728198051453,2101.177001953125,12023.56640625,-11391.158203125
Step-Separation,0.14104685187339783,2098.944580078125,12006.5986328125,-11397.384765625
Step-Separation,0.14204642176628113,2096.741455078125,12036.62890625,-11401.6513671875
Step-Separation,0.14304599165916443,2094.53466796875,12023.6806640625,-11405.564453125
Step-Separation,0.14404556155204773,2092.35302734375,12051.6455078125,-11410.208984375
Step-Separation,0.14504513144493103,2090.158447265625,12041.845703125,-11411.50390625
Step-Separation,0.14604470133781433,2088.00439453125,12072.728515625,-11412.046875
Step-Separation,0.14704427123069763,2085.83984375,12061.96875,-11415.5009765625
Step-Separation,0.14804384112358093,2083.708251953125,12093.1767578125,-11415.9599609375
Step-Separation,0.14904341101646423,2081.59130859375,12085.42578125,-11416.4921875
