node_id,x,y,z,ux,uy,uz,u_mag,s11,s22,s12,smises,vx,vy,vz,v_mag,defect_label
1,2577.1548,100.0,347.66788,0.13988502,-0.97412306,2.0867982,2.307208299636841,3.218985602259636,0.3063244577497244,0.0,3.771112322807312,0.8102267,-3.8765545,8.719283,9.576536178588867,0
2,2577.1548,50.0,347.66788,0.18199825,-0.97493917,2.1428456,2.361232042312622,5.473805546760559,0.1987217403948307,0.0,5.6318502724170685,0.9051647,-3.8766232,8.863278,9.716235160827637,0
3,2583.3428,2600.0,298.2295,-0.08207097,-0.79368436,0.35454834,0.8731408715248108,0.1794628892093897,0.8292087540030479,0.0,0.7737148255109787,-0.6129437,-4.0716276,2.2618217,4.69783878326416,0
4,2583.3428,2550.0,298.2295,-0.08660201,-0.79784596,0.37586516,0.8861899971961975,0.1857996266335249,0.8452179357409477,0.0,0.785999521613121,-0.63821745,-4.0682454,2.3739767,4.753283977508545,0
5,2583.3428,2500.0,298.2295,-0.09123953,-0.8020883,0.3974461,0.8997964859008789,0.1955878995358944,0.8611471801996231,0.0,0.7972074076533318,-0.67194813,-4.0668964,2.489897,4.815677165985107,0
6,2583.3428,2450.0,298.2295,-0.095989645,-0.8064117,0.41930956,0.9139662384986877,0.20281271450221539,0.8764233738183975,0.0,0.8085259571671486,-0.700375,-4.06462,2.605863,4.878747940063477,0
7,2583.3428,2400.0,298.2295,-0.10079661,-0.8108061,0.44147122,0.9286890029907227,0.20995773375034332,0.8907745629549026,0.0,0.819049097597599,-0.7353712,-4.0621243,2.7201948,4.943792343139648,0
8,2583.3428,2350.0,298.2295,-0.10576324,-0.81526834,0.46392626,0.9439681768417358,0.21971112675964832,0.9047708809375763,0.0,0.8286030516028404,-0.7677601,-4.0602283,2.8337479,5.01049280166626,0
9,2583.3428,2300.0,298.2295,-0.11077816,-0.8198008,0.48669994,0.9598031044006348,0.23032276332378387,0.9190354645252228,0.0,0.8381496965885162,-0.7886368,-4.057237,2.9542937,5.080450057983398,0
10,2583.3428,2250.0,298.2295,-0.11596997,-0.8244051,0.50979346,0.9762080311775208,0.24076972901821136,0.932457871735096,0.0,0.8469839692115784,-0.8256805,-4.0540953,3.0644522,5.148621559143066,0
11,2583.3428,2200.0,298.2295,-0.12120385,-0.82906806,0.5332238,0.9931625723838806,0.24874295108020306,0.9443797841668129,0.0,0.855316735804081,-0.86042386,-4.0513673,3.1840293,5.224169731140137,0
