step,time_s,ALLKE_mJ,ALLSE_mJ,ETOTAL_mJ
Step-Preload,0.0,0.0,0.0,0.0
Step-Preload,9.999999747378752e-05,0.0020185881294310093,1.2359619994128934e-08,-4.164913661952596e-06
Step-Preload,0.00019999995129182935,0.008014444261789322,-3.4787895856425166e-05,-2.8046615625498816e-05
Step-Preload,0.00029999989783391356,0.017867587506771088,-1.8134131096303463e-05,-1.803548730094917e-05
Step-Preload,0.0003999998443759978,0.03146057948470116,-3.349027247168124e-05,-3.9887945604277775e-05
Step-Preload,0.000499999790918082,0.048678576946258545,-1.5566613001283258e-05,-2.9130551411071792e-05
Step-Preload,0.0005999997374601662,0.06940957903862,-2.961694735859055e-05,-5.166875052964315e-05
Step-Preload,0.0006999996840022504,0.09354439377784729,-1.0521175681788009e-05,-4.2974494135705754e-05
Step-Preload,0.0007999996305443347,0.1209767609834671,-2.369602589169517e-05,-6.871996447443962e-05
Step-Preload,0.0008999995770864189,0.15160317718982697,-4.476792128116358e-06,-6.406406464520842e-05
Step-Preload,0.0009999994654208422,0.18532297015190125,-1.855885966506321e-05,-9.416482498636469e-05
Step-Preload,0.0010999994119629264,0.22203794121742249,-1.0271778592141345e-06,-9.37091899686493e-05
Step-Preload,0.001204699045047164,0.263589084148407,-1.7147120161098428e-05,-0.0001287780178245157
Step-Preload,0.0013046989915892482,0.30614495277404785,-1.7970037333725486e-06,-0.00013082394434604794
Step-Preload,0.0014046989381313324,0.3514067828655243,-1.993227306229528e-05,-0.00016513821901753545
Step-Preload,0.0015046987682580948,0.399290531873703,-5.9085314205731265e-06,-0.00016583058459218591
Step-Preload,0.0016046985983848572,0.4497094750404358,-2.4329559892066754e-05,-0.00019704087753780186
Step-Preload,0.0017046984285116196,0.5025789737701416,-9.748219781613443e-06,-0.00019278525724075735
Step-Preload,0.001804698258638382,0.5578162670135498,-2.715052687563002e-05,-0.00021754037879873067
Step-Preload,0.0019046980887651443,0.6153404712677002,-1.123587389884051e-05,-0.00020580551063176244
Step-Preload,0.0020046979188919067,0.6750727295875549,-2.7120626327814534e-05,-0.00022260461992118508
Step-Preload,0.002104697749018669,0.7369356155395508,1.3997009773447644e-06,-0.00019166666606906801
Step-Preload,0.0022046975791454315,0.8008532524108887,-2.5298320451838663e-06,-0.00019014634017366916
Step-Preload,0.002304697409272194,0.8667513132095337,2.9002934752497822e-05,-0.0001509106223238632
Step-Preload,0.0024046972393989563,0.934556782245636,1.3820033018419053e-05,-0.00015726870333310217
Step-Preload,0.0025046970695257187,1.0041981935501099,4.256968531990424e-05,-0.00011992815416306257
Step-Preload,0.002604696899652481,1.075605869293213,1.6122596207424067e-05,-0.00013915830641053617
Step-Preload,0.0027046967297792435,1.1487109661102295,7.942156662466004e-05,-7.184937567217276e-05
Step-Preload,0.002804696559906006,1.2234476804733276,7.380944589385763e-05,-7.78455869294703e-05
Step-Preload,0.0029046963900327682,1.2997512817382812,0.00013539787323679775,-2.184186269005295e-05
Step-Preload,0.0030046964529901743,1.3775596618652344,8.531329513061792e-05,-8.291494305012748e-05
Step-Preload,0.0031046965159475803,1.4568121433258057,0.00014193922106642276,-4.290468859835528e-05
Step-Preload,0.0032046963460743427,1.537450909614563,0.0001376300788251683,-6.860106805106625e-05
Step-Preload,0.003304696176201105,1.6194192171096802,0.00037578342016786337,0.00014430773444473743
Step-Preload,0.0034046960063278675,1.7026629447937012,0.0003365907468833029,7.755971455480903e-05
Step-Preload,0.00350469583645463,1.7871288061141968,0.0003572773130144924,6.990527617745101e-05
Step-Preload,0.0036046956665813923,1.8727655410766602,0.0006689187721349299,0.0003539675963111222
Step-Preload,0.0037046954967081547,1.9595227241516113,0.0009951370302587748,0.0006549599929712713
Step-Preload,0.003804695326834917,2.047351121902466,0.0013059440534561872,0.0009440224384889007
Step-Preload,0.0039046951569616795,2.136202812194824,0.000960926990956068,0.000582246168050915
Step-Preload,0.004004694987088442,2.2260305881500244,0.0023745731450617313,0.0019842153415083885
Step-Preload,0.004104609601199627,2.3167104721069336,0.002167267259210348,0.0017715294379740953
Step-Preload,0.004204438999295235,2.408193826675415,0.0032786293886601925,0.0028831548988819122
Step-Preload,0.004304182715713978,2.5004358291625977,0.0023074327036738396,0.0019188695587217808
Step-Preload,0.004403841216117144,2.593388557434082,0.00320046185515821,0.0028227355796843767
Step-Preload,0.004503414500504732,2.687009572982788,0.0022278139367699623,0.001866243896074593
Step-Preload,0.004602902103215456,2.7812538146972656,0.0031770591158419847,0.002833764301612973
Step-Preload,0.004702304489910603,2.8760790824890137,0.0022328419145196676,0.0019092215225100517
Step-Preload,0.004801621660590172,2.9714431762695312,0.00317056430503726,0.0028654823545366526
Step-Preload,0.004900853615254164,3.067305564880371,0.0021812189370393753,0.001891894033178687
Step-Preload,0.004999999888241291,3.1636271476745605,0.0034515520092099905,0.003173670032992959
Step-Separation,0.0,3.1636271476745605,0.0034515520092099905,0.0031736402306705713
Step-Separation,0.001099772984161973,4032.33251953125,4336.18701171875,-296.1249694824219
Step-Separation,0.002004325855523348,5202.65380859375,-9324.5380859375,-16533.5078125
Step-Separation,0.00300416792742908,6423.8212890625,-6937.74609375,-16534.763671875
Step-Separation,0.0040039257146418095,6989.8173828125,-6603.29052734375,-16530.169921875
Step-Separation,0.0050035687163472176,7033.3310546875,-4078.651611328125,-16498.970703125
Step-Separation,0.006003220099955797,6770.341796875,-2192.701416015625,-16438.05859375
Step-Separation,0.00700288126245141,6822.10107421875,-888.0155639648438,-16406.859375
Step-Separation,0.008002589456737041,6694.27294921875,220.49075317382812,-16375.26171875
Step-Separation,0.009002197533845901,6660.59130859375,978.7401123046875,-16329.169921875
Step-Separation,0.010001792572438717,6645.65771484375,876.4146728515625,-16264.0126953125
Step-Separation,0.011001411825418472,6445.052734375,371.53997802734375,-16207.28125
