node_id,x,y,z,ux,uy,uz,u_mag,s11,s22,s12,smises,vx,vy,vz,v_mag,defect_label
1,2577.1548,100.0,347.66788,0.20229974,-1.1994526,2.710988,2.971374750137329,5.189514666795731,0.42108527570962906,0.0,5.916135668754578,1.3350639,-5.0866065,11.97594,13.079720497131348,0
2,2577.1548,50.0,347.66788,0.25616837,-1.2005106,2.7873693,3.0456979274749756,8.270121574401855,0.27568426355719566,0.0,8.471406936645508,1.4896654,-5.084449,12.182755,13.284963607788086,0
3,2583.3428,2600.0,298.2295,-0.09916269,-0.94268227,0.41508242,1.0347832441329956,0.22191579081118107,1.1755096018314362,0.0,1.1080358922481537,-0.7688293,-5.212177,2.9519336,6.039188385009766,0
4,2583.3428,2550.0,298.2295,-0.104389206,-0.94859344,0.44151932,1.051506519317627,0.23031919822096825,1.1991442888975143,0.0,1.126058205962181,-0.797095,-5.212864,3.1057322,6.120039463043213,0
5,2583.3428,2500.0,298.2295,-0.109694116,-0.95461565,0.46838227,1.0689741373062134,0.24003647826611996,1.221522942185402,0.0,1.1425416469573975,-0.8293714,-5.2138085,3.2674942,6.2087178230285645,0
6,2583.3428,2450.0,298.2295,-0.11512287,-0.960743,0.4956753,1.0871864557266235,0.2503589130938053,1.2437454462051392,0.0,1.1586415320634842,-0.876678,-5.213925,3.4203246,6.296998977661133,0
7,2583.3428,2400.0,298.2295,-0.12070188,-0.966985,0.52342904,1.1061676740646362,0.26049821451306343,1.2656884044408798,0.0,1.1746991127729416,-0.9061911,-5.2139497,3.5831223,6.391026496887207,0
8,2583.3428,2350.0,298.2295,-0.12631205,-0.9733315,0.55164313,1.1258947849273682,0.2695217579603195,1.2863122075796127,0.0,1.1899625211954117,-0.94092804,-5.2152596,3.7369733,6.484539031982422,0
9,2583.3428,2300.0,298.2295,-0.13213146,-0.979776,0.58034384,1.1463937759399414,0.27977222576737404,1.305929183959961,0.0,1.2040806114673615,-0.9930854,-5.217222,3.8985364,6.588187217712402,0
10,2583.3428,2250.0,298.2295,-0.13797553,-0.9863184,0.60953295,1.167643666267395,0.29035236313939095,1.3245786726474762,0.0,1.2171935439109802,-1.0200006,-5.2167244,4.05435,6.685235023498535,0
11,2583.3428,2200.0,298.2295,-0.1440192,-0.99294686,0.63924706,1.1896729469299316,0.2987601086497307,1.3422032594680786,0.0,1.2299815863370895,-1.0498343,-5.215896,4.2179384,6.789604187011719,0
12,2583.3428,2150.0,298.2295,-0.1501328,-0.99966383,0.6694827,1.2124663591384888,0.3096584193408489,1.3590527325868607,0.0,1.2415103018283844,-1.1022811,-5.2175503,4.373973,6.897064208984375,0
13,2583.3428,2100.0,298.2295,-0.15636611,-1.0064573,0.7002702,1.2360360622406006,0.3218578211963177,1.375519946217537,0.0,1.2524702847003937,-1.1390525,-5.219541,4.535045,7.007687568664551,0
14,2583.3428,2050.0,298.2295,-0.16276357,-1.0133305,0.73160625,1.2603881359100342,0.3322249539196491,1.3907104134559631,0.0,1.262890562415123,-1.1602437,-5.2192597,4.6986527,7.11787748336792,0
15,2583.3428,2000.0,298.2295,-0.16912745,-1.0202702,0.76354754,1.2855194807052612,0.34207455813884735,1.4035734683275223,0.0,1.2712979316711426,-1.2125316,-5.2201476,4.85532,7.231480121612549,0
16,2583.3428,1950.0,298.2295,-0.17568825,-1.0272688,0.7960669,1.3114382028579712,0.3490743152797222,1.41530179977417,0.0,1.2797852903604507,-1.2455062,-5.2219043,5.0219226,7.351140975952148,0
17,2583.3428,1900.0,298.2295,-0.18227609,-1.0343248,0.82921827,1.338153600692749,0.35561369732022285,1.4268803298473358,0.0,1.2883896231651306,-1.2765791,-5.222125,5.181682,7.466597080230713,0
18,2583.3428,1850.0,298.2295,-0.18890296,-1.0414344,0.8630034,1.365666389465332,0.36699165403842926,1.4374787211418152,0.0,1.294916570186615,-1.3081096,-5.2227726,5.3467283,7.58788537979126,0
19,2583.3428,1800.0,298.2295,-0.19555669,-1.0485967,0.8974483,1.3939911127090454,0.37827183678746223,1.4473398327827454,0.0,1.30110664665699,-1.324556,-5.223941,5.5098796,7.707319736480713,0
20,2583.3428,1750.0,298.2295,-0.20223172,-1.0558141,0.932572,1.423141360282898,0.3864874690771103,1.4558012038469315,0.0,1.3070768266916275,-1.3628459,-5.2253265,5.6772623,7.835349082946777,0
21,2583.3428,1700.0,298.2295,-0.20875673,-1.0630579,0.9684051,1.4530932903289795,0.3900589495897293,1.4619156569242477,0.0,1.3123378157615662,-1.3838886,-5.2269573,5.8390512,7.958061695098877,0
22,2583.3428,1650.0,298.2295,-0.2152455,-1.0703244,1.0049764,1.483880877494812,0.39373380690813065,1.4664938002824783,0.0,1.3162364214658737,-1.4002944,-5.2286377,6.0101886,8.088376998901367,0
23,2583.3428,1600.0,298.2295,-0.22156072,-1.0776064,1.042282,1.5154789686203003,0.39861974120140076,1.4700801968574524,0.0,1.3193773180246353,-1.4081635,-5.2295656,6.1763563,8.214539527893066,0
24,2583.3428,1550.0,298.2295,-0.2276352,-1.0849016,1.0803897,1.5479247570037842,0.40331777930259705,1.4736011773347855,0.0,1.322976142168045,-1.4232953,-5.2306714,6.3480043,8.347624778747559,0
25,2583.3428,1500.0,298.2295,-0.23345909,-1.0922229,1.1192955,1.5812262296676636,0.4049620181322098,1.475647509098053,0.0,1.3263623416423798,-1.4315,-5.232228,6.5170455,8.479226112365723,0
26,2583.3428,1450.0,298.2295,-0.23882973,-1.0995415,1.1590505,1.6153727769851685,0.40638167411088943,1.4749597012996674,0.0,1.3275340497493744,-1.4213518,-5.235406,6.6923795,8.614967346191406,0
27,2583.3428,1400.0,298.2295,-0.24378519,-1.1068472,1.1996819,1.6503874063491821,0.40538190305233,1.472961500287056,0.0,1.3284352719783783,-1.4231884,-5.2388496,6.865659,8.752615928649902,0
28,2583.3428,1350.0,298.2295,-0.24812579,-1.11414,1.2412105,1.6862614154815674,0.4009885713458061,1.469966396689415,0.0,1.3300142586231232,-1.4021585,-5.239851,7.041153,8.888190269470215,0
29,2583.3428,1300.0,298.2295,-0.25185332,-1.1214213,1.2836848,1.7230387926101685,0.4035973623394966,1.465547353029251,0.0,1.3290803730487823,-1.3791802,-5.241439,7.219528,9.027536392211914,0
30,2583.3428,1250.0,298.2295,-0.2546567,-1.1286744,1.3271354,1.7606942653656006,0.39366617426276207,1.4581638723611832,0.0,1.3295129835605621,-1.3626198,-5.242693,7.39825,9.169333457946777,0
31,2583.3428,1200.0,298.2295,-0.2566923,-1.1358781,1.3716023,1.7992784976959229,0.38537322357296944,1.4495353251695633,0.0,1.3293782770633698,-1.3098997,-5.244154,7.578451,9.30859375,0
32,2583.3428,1150.0,298.2295,-0.25763056,-1.1430465,1.4171196,1.8387922048568726,0.37534671649336815,1.439243108034134,0.0,1.329151451587677,-1.2726548,-5.2477455,7.7631326,9.456463813781738,0
33,2583.3428,1100.0,298.2295,-0.25723615,-1.1501509,1.4637727,1.879267930984497,0.3596973493695259,1.424329087138176,0.0,1.3265686482191086,-1.2174407,-5.249436,7.946148,9.601041793823242,0
34,2583.3428,1050.0,298.2295,-0.25569692,-1.1571604,1.511478,1.920668363571167,0.3478686437010765,1.4057732373476028,0.0,1.3222727924585342,-1.1520246,-5.2503242,8.133752,9.749409675598145,0
35,2583.3428,1000.0,298.2295,-0.2527024,-1.1640565,1.5604492,1.9631321430206299,0.30580437183380127,1.3850353062152863,0.0,1.3255855590105057,-1.0749639,-5.253217,8.326526,9.903679847717285,0
36,2583.3428,950.0,298.2295,-0.24798858,-1.1708486,1.6105624,2.006563186645508,0.26864607632160187,1.3614323139190674,0.0,1.327044814825058,-1.0053543,-5.2562494,8.513577,10.055838584899902,0
37,2583.3428,900.0,298.2295,-0.24185583,-1.1775264,1.6619443,2.0511269569396973,0.22491184249520302,1.333514854311943,0.0,1.3336619436740875,-0.907302,-5.2587843,8.7078495,10.21296501159668,0
38,2583.3428,850.0,298.2295,-0.2337775,-1.184069,1.7146523,2.096831798553467,0.1451418399810791,1.3008706122636795,0.0,1.353193461894989,-0.80565155,-5.261187,8.902921,10.372615814208984,0
39,2583.3428,800.0,298.2295,-0.22387497,-1.1904219,1.7686956,2.1437137126922607,0.05530153168365359,1.265277549624443,0.0,1.3820161819458008,-0.71193045,-5.2630963,9.098988,10.535587310791016,0
40,2583.3428,750.0,298.2295,-0.21213132,-1.1966016,1.8240976,2.191845655441284,-0.07362811779603362,1.2260063588619232,0.0,1.4392803460359573,-0.58292055,-5.26475,9.297685,10.700669288635254,0
41,2583.3428,700.0,298.2295,-0.19832617,-1.202586,1.8810253,2.2413840293884277,-0.23380541522055864,1.1806723177433014,0.0,1.5249094814062119,-0.45598269,-5.266143,9.498905,10.870573997497559,0
42,2583.3428,650.0,298.2295,-0.18226936,-1.208319,1.939524,2.2923810482025146,-0.45602499693632126,1.1318508833646774,0.0,1.6655623614788055,-0.34092525,-5.2680316,9.697496,11.041277885437012,0
43,2583.3428,600.0,298.2295,-0.16419448,-1.2138559,1.999561,2.3449199199676514,-0.746883824467659,1.081981360912323,0.0,1.8836650997400284,-0.20120348,-5.269827,9.903677,11.220266342163086,0
44,2583.3428,550.0,298.2295,-0.14404076,-1.219182,2.0614536,2.3993215560913086,-1.037818044424057,1.0283611118793488,0.0,2.134713903069496,-0.04755383,-5.2721033,10.107668,11.400099754333496,0
45,2583.3428,500.0,298.2295,-0.121585906,-1.2242348,2.1250904,2.455512762069702,-1.3880752921104431,0.9714014753699303,0.0,2.459620475769043,0.08990041,-5.274,10.316272,11.586570739746094,0
46,2583.3428,450.0,298.2295,-0.09644011,-1.2290555,2.1908355,2.5138890743255615,-1.7850050330162048,0.9121877104043961,0.0,2.8539206981658936,0.2547496,-5.2741537,10.52223,11.772804260253906,0
47,2583.3428,400.0,298.2295,-0.06935646,-1.233557,2.2585504,2.574397563934326,-2.077426090836525,0.8551978394389153,0.0,3.1951800882816315,0.4137206,-5.2735815,10.733417,11.966120719909668,0
48,2583.3428,350.0,298.2295,-0.039358,-1.2378027,2.3284848,2.6373369693756104,-2.2148980647325516,0.7967535108327866,0.0,3.437297075986862,0.56316394,-5.272975,10.936869,12.154690742492676,0
49,2583.3428,300.0,298.2295,-0.0071942955,-1.2417692,2.4004784,2.7026538848876953,-2.078996017575264,0.7284670546650887,0.0,3.492253392934799,0.7230067,-5.273172,11.150684,12.355842590332031,0
50,2583.3428,250.0,298.2295,0.028185587,-1.2452948,2.4744892,2.7703158855438232,-1.4640427231788635,0.658170185983181,0.0,3.2919526398181915,0.8716616,-5.2749023,11.352507,12.548458099365234,0
51,2583.3428,200.0,298.2295,0.06552435,-1.2484227,2.5500998,2.8400461673736572,-0.19845964759588242,0.5881318673491478,0.0,3.042464107275009,1.0423682,-5.275321,11.568491,12.75717544555664,0
52,2583.3428,150.0,298.2295,0.10614224,-1.2510858,2.6265743,2.9112496376037598,1.8928601369261742,0.5053375996649265,0.0,3.522295266389847,1.1920477,-5.2744083,11.772769,12.95524787902832,0
53,2583.3428,100.0,298.2295,0.14947358,-1.2529607,2.7029622,2.982994794845581,4.618601024150848,0.3925844021141529,0.0,5.244595915079117,1.362588,-5.2732244,11.988848,13.167991638183594,0
