node_id,x,y,z,ux,uy,uz,u_mag,s11,s22,s12,smises,vx,vy,vz,v_mag,defect_label
1,2577.1548,100.0,347.66788,0.025284588,-1.3025061,3.035308,3.303067684173584,6.983528733253479,0.4844433665275574,0.0,7.674711048603058,1.3121159,-5.5844574,13.649029,14.805532455444336,0
2,2577.1548,50.0,347.66788,0.052601084,-1.3036727,3.1184018,3.3803489208221436,10.086920619010925,0.3154725693166256,0.0,10.29808485507965,1.4512482,-5.583853,13.883976,15.0349702835083,0
3,2583.3428,2600.0,298.2295,-0.11225809,-1.0000788,0.42811236,1.0936360359191895,0.25169105269014835,1.3761361241340637,0.0,1.3062520027160645,-0.8760947,-5.6518674,3.1735582,6.540842533111572,0
4,2583.3428,2550.0,298.2295,-0.118281916,-1.0070022,0.45654783,1.1119712591171265,0.26228489354252815,1.406012624502182,0.0,1.3289959728717804,-0.908195,-5.6557827,3.3528514,6.6373419761657715,0
5,2583.3428,2500.0,298.2295,-0.124326654,-1.0140722,0.4855224,1.1311637163162231,0.27231547981500626,1.434776559472084,0.0,1.3507516831159592,-0.94723785,-5.6598706,3.5286505,6.736673355102539,0
6,2583.3428,2450.0,298.2295,-0.1305473,-1.021282,0.51503056,1.1512236595153809,0.2831543702632189,1.4631634950637817,0.0,1.37214857339859,-0.97880244,-5.66394,3.710021,6.8412370681762695,0
7,2583.3428,2400.0,298.2295,-0.1367945,-1.0286286,0.5451094,1.1721491813659668,0.29553794488310814,1.4909942895174026,0.0,1.3926222920417786,-1.0214329,-5.667083,3.8870716,6.947551727294922,0
8,2583.3428,2350.0,298.2295,-0.14318477,-1.036111,0.57577115,1.1939599514007568,0.30727750062942505,1.5177938342094421,0.0,1.4124557375907898,-1.0621397,-5.6715817,4.0687733,7.060445785522461,0
9,2583.3428,2300.0,298.2295,-0.1495975,-1.0437227,0.6070459,1.2166516780853271,0.31767162680625916,1.5435586124658585,0.0,1.4318002313375473,-1.0896289,-5.676143,4.251014,7.174748420715332,0
10,2583.3428,2250.0,298.2295,-0.1560709,-1.0514591,0.63895863,1.2402387857437134,0.3298047110438347,1.5685875415802002,0.0,1.4499605596065521,-1.1310784,-5.679719,4.431736,7.292381763458252,0
11,2583.3428,2200.0,298.2295,-0.16263519,-1.0593181,0.67150706,1.2647238969802856,0.34126296639442444,1.5925404131412506,0.0,1.4675057232379913,-1.1631457,-5.6835804,4.61629,7.413914680480957,0
12,2583.3428,2150.0,298.2295,-0.16913643,-1.06729,0.70475775,1.2901157140731812,0.35062622278928757,1.6150047481060028,0.0,1.4841890186071396,-1.190954,-5.687317,4.8005857,7.537212371826172,0
13,2583.3428,2100.0,298.2295,-0.17573106,-1.0753709,0.7386956,1.3164252042770386,0.36270058155059814,1.636790007352829,0.0,1.4996243566274643,-1.2315722,-5.6907034,4.984458,7.664574146270752,0
14,2583.3428,2050.0,298.2295,-0.1822332,-1.0835619,0.7733676,1.3436565399169922,0.3762971833348274,1.6574483513832092,0.0,1.513758972287178,-1.2598563,-5.694938,5.172187,7.7955803871154785,0
15,2583.3428,2000.0,298.2295,-0.18868604,-1.0918447,0.8087931,1.3718140125274658,0.3856080397963524,1.6766794174909592,0.0,1.5278674215078354,-1.2916174,-5.699478,5.3586035,7.928868770599365,0
16,2583.3428,1950.0,298.2295,-0.19507726,-1.100219,0.84500086,1.400915265083313,0.3925647549331188,1.6950539946556091,0.0,1.5421708226203918,-1.3191226,-5.7032723,5.5465436,8.064213752746582,0
17,2583.3428,1900.0,298.2295,-0.20130786,-1.108684,0.88201493,1.4309630393981934,0.401990681886673,1.7120717614889145,0.0,1.554652526974678,-1.3396981,-5.706813,5.7388706,8.203483581542969,0
18,2583.3428,1850.0,298.2295,-0.20735362,-1.1172258,0.91986775,1.4619662761688232,0.4129091091454029,1.7275650799274445,0.0,1.5653388500213623,-1.3675363,-5.7104573,5.9278336,8.343781471252441,0
19,2583.3428,1800.0,298.2295,-0.21318632,-1.1258438,0.95858306,1.4939390420913696,0.41947781294584274,1.7414743304252625,0.0,1.5760154277086258,-1.3863022,-5.7144537,6.119802,8.486977577209473,0
20,2583.3428,1750.0,298.2295,-0.21871509,-1.1345247,0.99820304,1.5268895626068115,0.4253409616649151,1.7535470128059387,0.0,1.5855397433042526,-1.4046364,-5.7187753,6.315943,8.635307312011719,0
21,2583.3428,1700.0,298.2295,-0.2239207,-1.143261,1.0387323,1.5608174800872803,0.4322868064045906,1.7643803805112839,0.0,1.593887835741043,-1.4138153,-5.7222223,6.5083485,8.78073501586914,0
22,2583.3428,1650.0,298.2295,-0.22871326,-1.1520476,1.0802454,1.5957610607147217,0.4382978826761246,1.7738127261400223,0.0,1.6013596057891846,-1.4261261,-5.7264028,6.706544,8.933266639709473,0
23,2583.3428,1600.0,298.2295,-0.2330481,-1.1608696,1.12273,1.6317023038864136,0.44106001779437065,1.7814911901950836,0.0,1.6084693670272827,-1.4228094,-5.7299204,6.905246,9.085086822509766,0
24,2583.3428,1550.0,298.2295,-0.23683338,-1.1697224,1.1662648,1.6686862707138062,0.4390794187784195,1.7868350148200989,0.0,1.6152124851942062,-1.4297495,-5.732662,7.1046124,9.2402982711792,0
25,2583.3428,1500.0,298.2295,-0.23998931,-1.1785908,1.2108477,1.7066994905471802,0.43174755573272705,1.7896512895822525,0.0,1.6216160356998444,-1.4224606,-5.736834,7.304619,9.396388053894043,0
26,2583.3428,1450.0,298.2295,-0.24240893,-1.1874795,1.2565542,1.745794415473938,0.4245359003543854,1.7906615734100342,0.0,1.626874715089798,-1.413254,-5.7406383,7.5102215,9.558014869689941,0
27,2583.3428,1400.0,298.2295,-0.24415863,-1.1963667,1.3033801,1.7859748601913452,0.4112689383327961,1.7887922525405884,0.0,1.632114663720131,-1.3919101,-5.7441287,7.7131085,9.717225074768066,0
28,2583.3428,1350.0,298.2295,-0.24501142,-1.2052293,1.3513966,1.8272604942321777,0.3906283974647522,1.7828621715307236,0.0,1.63673697412014,-1.370898,-5.7476873,7.922375,9.883284568786621,0
29,2583.3428,1300.0,298.2295,-0.2449744,-1.2140491,1.4006085,1.8696609735488892,0.3763084188103676,1.7753800600767136,0.0,1.6396265476942062,-1.3402183,-5.7513328,8.129413,10.047953605651855,0
30,2583.3428,1250.0,298.2295,-0.24403307,-1.2228386,1.4510771,1.9132462739944458,0.35014665126800537,1.7665663659572601,0.0,1.6470272243022919,-1.3049397,-5.754636,8.34086,10.217076301574707,0
31,2583.3428,1200.0,298.2295,-0.2421018,-1.2315854,1.5028254,1.9580347537994385,0.31056076660752296,1.7530017793178558,0.0,1.656661406159401,-1.2615538,-5.7582216,8.552961,10.387578010559082,0
32,2583.3428,1150.0,298.2295,-0.2390148,-1.2402532,1.5559237,2.0040595531463623,0.2654353603720665,1.7329571694135666,0.0,1.6652975380420685,-1.2072406,-5.7619386,8.767692,10.560766220092773,0
33,2583.3428,1100.0,298.2295,-0.23503458,-1.2487992,1.6103317,2.051318645477295,0.21354759857058525,1.7076214253902435,0.0,1.6762734651565552,-1.1543438,-5.76592,8.983261,10.736727714538574,0
34,2583.3428,1050.0,298.2295,-0.2298325,-1.2571971,1.6662074,2.0999083518981934,0.15748371090739965,1.6786692440509796,0.0,1.6898674666881561,-1.0768265,-5.7685347,9.205017,10.916404724121094,0
35,2583.3428,1000.0,298.2295,-0.22388674,-1.2654455,1.7234102,2.1497952938079834,0.0917839827015996,1.6445141434669495,0.0,1.7087401896715164,-1.0140003,-5.771476,9.421907,11.095516204833984,0
36,2583.3428,950.0,298.2295,-0.21688026,-1.2735236,1.7821133,2.201096773147583,0.012067149160429835,1.6035476624965668,0.0,1.735981360077858,-0.93458223,-5.776322,9.645556,11.281670570373535,0
37,2583.3428,900.0,298.2295,-0.2091112,-1.2813869,1.8422513,2.2537901401519775,-0.07325183809734881,1.557099625468254,0.0,1.7710738331079483,-0.8379391,-5.779392,9.86998,11.468217849731445,0
38,2583.3428,850.0,298.2295,-0.20074166,-1.2890046,1.903909,2.307964324951172,-0.17709352169185877,1.5039028525352478,0.0,1.820636123418808,-0.746526,-5.7819147,10.098335,11.660368919372559,0
39,2583.3428,800.0,298.2295,-0.19181822,-1.2963407,1.9670447,2.3635902404785156,-0.31270802207291126,1.4433671683073044,0.0,1.8939425349235535,-0.64342237,-5.7860146,10.325312,11.853439331054688,0
40,2583.3428,750.0,298.2295,-0.18257262,-1.30338,2.0317278,2.4207539558410645,-0.4700047932565212,1.37706857919693,0.0,1.9939078241586685,-0.53622407,-5.7888346,10.554661,12.04985523223877,0
41,2583.3428,700.0,298.2295,-0.17343755,-1.3101044,2.097936,2.47947359085083,-0.6453729830682278,1.3074013590812683,0.0,2.1240343153476715,-0.4187462,-5.790618,10.786724,12.249898910522461,0
42,2583.3428,650.0,298.2295,-0.1642923,-1.3164761,2.1657815,2.539824962615967,-0.8679043278098106,1.233146384358406,0.0,2.3020732700824738,-0.30224103,-5.793208,11.020492,12.454070091247559,0
43,2583.3428,600.0,298.2295,-0.15562944,-1.3224838,2.2352083,2.6017954349517822,-1.1322092488408089,1.1549762189388275,0.0,2.524633228778839,-0.17974672,-5.795463,11.253941,12.659812927246094,0
44,2583.3428,550.0,298.2295,-0.14736506,-1.328099,2.3062923,2.665435791015625,-1.4056713283061981,1.0771506130695343,0.0,2.7870402336120605,-0.03767714,-5.796943,11.490538,12.8700590133667,0
45,2583.3428,500.0,298.2295,-0.1399288,-1.3333371,2.3792157,2.730940341949463,-1.7028101831674576,1.0018255189061165,0.0,3.092556267976761,0.081203915,-5.798573,11.726936,13.082472801208496,0
46,2583.3428,450.0,298.2295,-0.13241236,-1.3382642,2.4538994,2.7982327938079834,-1.9755560010671616,0.9358464479446411,0.0,3.4096317887306213,0.22738168,-5.8002586,11.963812,13.297650337219238,0
47,2583.3428,400.0,298.2295,-0.12612659,-1.3429265,2.530455,2.8675012588500977,-2.1179497987031937,0.8825701400637627,0.0,3.66401743888855,0.3660387,-5.801351,12.202408,13.516227722167969,0
48,2583.3428,350.0,298.2295,-0.11888709,-1.347345,2.6089544,2.9387269020080566,-2.0816075056791306,0.8282059356570244,0.0,3.8103533685207367,0.50788265,-5.8018746,12.442082,13.737726211547852,0
49,2583.3428,300.0,298.2295,-0.112046964,-1.3514342,2.6892865,3.0118417739868164,-1.7366177886724472,0.7697267457842827,0.0,3.797601580619812,0.6524366,-5.802039,12.680393,13.960003852844238,0
50,2583.3428,250.0,298.2295,-0.10345498,-1.3551939,2.7713842,3.086717367172241,-0.8667017901316285,0.7102686837315559,0.0,3.611847311258316,0.7962872,-5.801777,12.920612,14.185799598693848,0
51,2583.3428,200.0,298.2295,-0.09390372,-1.3585305,2.8547595,3.162921667098999,0.7004441833123565,0.6477449908852577,0.0,3.609761118888855,0.9403978,-5.8013535,13.159834,14.4125394821167,0
52,2583.3428,150.0,298.2295,-0.081885025,-1.3614035,2.9385586,3.2396373748779297,3.1100077480077744,0.5704085975885391,0.0,4.57532662153244,1.0807064,-5.8009367,13.400287,14.641942024230957,0
53,2583.3428,100.0,298.2295,-0.0670834,-1.3634877,3.0218804,3.315925359725952,6.060244560241699,0.44921087473630905,0.0,6.6681618094444275,1.2277855,-5.8004127,13.636293,14.86945629119873,0
54,2583.3428,50.0,298.2295,-0.05019239,-1.364531,3.1025536,3.389734983444214,8.233583271503448,0.2739206589758396,0.0,8.431842923164368,1.3794656,-5.800155,13.877753,15.104196548461914,0
55,2588.5803,2600.0,248.70071,-0.106149934,-1.0302925,0.42882866,1.1210105419158936,0.20806359499692917,1.4664953798055649,0.0,1.4011785835027695,-0.86989546,-5.8311286,3.1760337,6.696713447570801,0
56,2588.5803,2550.0002,248.70071,-0.11213877,-1.0376773,0.45727015,1.139493465423584,0.2151065245270729,1.4990789294242859,0.0,1.428539678454399,-0.91274714,-5.835865,3.350235,6.790765762329102,0
57,2588.5803,2500.0,248.70071,-0.11831239,-1.0452193,0.48622864,1.1588354110717773,0.22467940114438534,1.531257376074791,0.0,1.4545522183179855,-0.94853866,-5.840066,3.5308554,6.890068054199219,0
58,2588.5803,2450.0002,248.70071,-0.124560945,-1.052922,0.5157358,1.1790435314178467,0.23483775928616524,1.5635299980640411,0.0,1.480656012892723,-0.9929273,-5.84471,3.7067869,6.991909980773926,0
59,2588.5803,2400.0,248.70071,-0.1309796,-1.0607862,0.54579544,1.2001315355300903,0.24402314610779285,1.5949839055538177,0.0,1.506479874253273,-1.0267525,-5.8486366,3.8881357,7.097772121429443,0
60,2588.5803,2350.0002,248.70071,-0.13743758,-1.068806,0.57644767,1.2220995426177979,0.2520685438066721,1.6249725669622421,0.0,1.531205728650093,-1.0687746,-5.8527026,4.0671277,7.2067975997924805,0
61,2588.5803,2300.0,248.70071,-0.1440221,-1.0769699,0.60770994,1.2449569702148438,0.2641855012625456,1.6541424095630646,0.0,1.55377097427845,-1.1115899,-5.856978,4.2488937,7.320718765258789,0
62,2588.5803,2250.0002,248.70071,-0.1507219,-1.085277,0.639586,1.2687053680419922,0.27523625642061234,1.6824849992990494,0.0,1.5759931802749634,-1.1492343,-5.861519,4.4293194,7.436196327209473,0
63,2588.5803,2200.0,248.70071,-0.15739405,-1.0937233,0.6721372,1.2933568954467773,0.280438806861639,1.7096542865037918,0.0,1.5992122143507004,-1.1794323,-5.865692,4.615261,7.556324481964111,0
64,2588.5803,2150.0,248.70071,-0.1642157,-1.1022968,0.70534354,1.3189141750335693,0.28995309583842754,1.735858991742134,0.0,1.620062693953514,-1.2256663,-5.869462,4.7963123,7.678375720977783,0
65,2588.5803,2100.0,248.70071,-0.17099603,-1.1109947,0.7392683,1.3453871011734009,0.30099108070135117,1.7613497525453568,0.0,1.6398552656173706,-1.2525377,-5.874216,4.9833546,7.804427623748779,0
66,2588.5803,2050.0,248.70071,-0.17781311,-1.1198156,0.77389914,1.3727798461914062,0.30963148176670074,1.7855176031589508,0.0,1.6593212336301804,-1.2877302,-5.87772,5.169054,7.932525634765625,0
67,2588.5803,2000.0001,248.70071,-0.18457334,-1.1287555,0.8092964,1.401112675666809,0.31862886250019073,1.808305412530899,0.0,1.677310973405838,-1.3268425,-5.88227,5.354947,8.064556121826172,0
68,2588.5803,1950.0001,248.70071,-0.19126259,-1.1378055,0.8454688,1.430384635925293,0.3246074616909027,1.8302723467350006,0.0,1.6956253051757812,-1.3512855,-5.88745,5.543703,8.198822021484375,0
69,2588.5803,1900.0001,248.70071,-0.19786493,-1.1469605,0.8824527,1.460613489151001,0.3326071836054325,1.8515873700380325,0.0,1.712888389825821,-1.3840046,-5.8920045,5.7344985,8.337604522705078,0
