step,time_s,ALLKE_mJ,ALLSE_mJ,ETOTAL_mJ
Step-Preload,0.0,0.0,0.0,0.0
Step-Preload,9.999999747378752e-05,0.0020185981411486864,1.2553353023747604e-08,-4.142957550357096e-06
Step-Preload,0.00019999995129182935,0.008014507591724396,-2.435652095300611e-05,-1.7165149984066375e-05
Step-Preload,0.00029999989783391356,0.017867792397737503,-1.8558004740043543e-05,-1.801092548703309e-05
Step-Preload,0.0003999998443759978,0.031460992991924286,-2.310819400008768e-05,-2.8999187634326518e-05
Step-Preload,0.000499999790918082,0.04867929592728615,-1.6132020391523838e-05,-2.910089460783638e-05
Step-Preload,0.0005999997374601662,0.06941068172454834,-1.936535772983916e-05,-4.077700577909127e-05
Step-Preload,0.0006999996840022504,0.09354600310325623,-1.1205399459868204e-05,-4.2931475036311895e-05
Step-Preload,0.0007999996305443347,0.1209789589047432,-1.3678981304110494e-05,-5.7809465943137184e-05
Step-Preload,0.0008999995770864189,0.15160608291625977,-5.516578767128522e-06,-6.399559060810134e-05
Step-Preload,0.0009999994654208422,0.1853267103433609,-8.90958745003445e-06,-8.322441863128915e-05
Step-Preload,0.0010999994119629264,0.22204262018203735,-2.446992766635958e-06,-9.360550029668957e-05
Step-Preload,0.001204699045047164,0.2635948956012726,-8.026694558793679e-06,-0.00011779094347730279
Step-Preload,0.0013046989915892482,0.30615198612213135,-3.884342731907964e-06,-0.00013066339306533337
Step-Preload,0.0014046989381313324,0.35141512751579285,-1.1489940334286075e-05,-0.00015409784100484103
Step-Preload,0.0015046987682580948,0.39930033683776855,-8.69275663717417e-06,-0.00016561464872211218
Step-Preload,0.0016046985983848572,0.44972091913223267,-1.673121914791409e-05,-0.00018593396816868335
Step-Preload,0.0017046984285116196,0.502592146396637,-1.3527855116990395e-05,-0.00019250379409641027
Step-Preload,0.001804698258638382,0.5578312873840332,-2.0578207113430835e-05,-0.00020638554997276515
Step-Preload,0.0019046980887651443,0.6153575778007507,-1.6065849195001647e-05,-0.00020547062740661204
Step-Preload,0.0020046979188919067,0.6750919818878174,-1.0390405805082992e-05,-0.00020004026009701192
Step-Preload,0.002104697749018669,0.7369571924209595,-4.800149326911196e-06,-0.00019130139844492078
Step-Preload,0.0022046975791454315,0.8008773326873779,3.553595161065459e-05,-0.00014480391109827906
Step-Preload,0.002304697409272194,0.8667780160903931,4.1297458665212616e-05,-0.0001305967743974179
Step-Preload,0.0024046972393989563,0.9345862865447998,2.4791625037323684e-05,-0.000137462790007703
Step-Preload,0.0025046970695257187,1.0042306184768677,0.00012139400496380404,-3.1348070478998125e-05
Step-Preload,0.002604696899652481,1.075641393661499,0.0001163092820206657,-2.841187233570963e-05
Step-Preload,0.0027046967297792435,1.148749828338623,0.00016788530047051609,2.8089587431168184e-05
Step-Preload,0.002804696559906006,1.2234899997711182,0.00011811491276603192,-2.1050107534392737e-05
Step-Preload,0.0029046963900327682,1.2997971773147583,0.00017067352018784732,2.6993138817488216e-05
Step-Preload,0.0030046964529901743,1.3776092529296875,0.0001218973338836804,-3.174806624883786e-05
Step-Preload,0.0031046965159475803,1.4568657875061035,0.0001751444797264412,5.97103098698426e-06
Step-Preload,0.0032046963460743427,1.5375087261199951,0.00012650135613512248,-6.285744166234508e-05
Step-Preload,0.003304696176201105,1.6194813251495361,0.00017923816631082445,-3.4158067137468606e-05
Step-Preload,0.0034046960063278675,1.70272958278656,0.00014089792966842651,-9.869659697869793e-05
Step-Preload,0.00350469583645463,1.7872002124786377,0.00015801300469320267,-0.00010864780051633716
