node_id,x,y,z,ux,uy,uz,u_mag,s11,s22,s12,smises,vx,vy,vz,v_mag,defect_label
1,2577.1548,100.0,347.66788,0.18276027,-1.0337771,2.3026888,2.5307059288024902,3.7126557677984238,0.3622625097632408,0.0,4.382021188735962,1.3487655,-4.127824,9.596426,10.533256530761719,0
2,2577.1548,50.0,347.66788,0.23279884,-1.0347509,2.3668842,2.5936548709869385,6.348204493522644,0.2328269425779581,0.0,6.523897171020508,1.47807,-4.1255627,9.757844,10.69675064086914,0
3,2583.3428,2600.0,298.2295,-0.087902494,-0.82257557,0.35791254,0.9013649821281433,0.18744469434022903,0.9682031273841858,0.0,0.9117373675107956,-0.64389604,-4.322076,2.4355438,5.002680778503418,0
4,2583.3428,2550.0,298.2295,-0.09228827,-0.8274406,0.38068736,0.91547691822052,0.19590557925403118,0.9880390539765358,0.0,0.9264753088355064,-0.66373354,-4.3208313,2.5626972,5.067301273345947,0
5,2583.3428,2500.0,298.2295,-0.09676023,-0.8324065,0.40381825,0.9302324056625366,0.20573333092033863,1.0074912533164024,0.0,0.9404598772525787,-0.69892716,-4.3198075,2.691082,5.137232780456543,0
6,2583.3428,2450.0,298.2295,-0.10125446,-0.8374671,0.42732584,0.9456272721290588,0.21262078918516636,1.0258609801530838,0.0,0.9542058929800987,-0.72228676,-4.3178544,2.8195693,5.207258224487305,0
7,2583.3428,2400.0,298.2295,-0.10581509,-0.8426157,0.4512269,0.9616671800613403,0.21823108196258545,1.0434447824954987,0.0,0.9678932055830956,-0.75503623,-4.31518,2.9473832,5.27995491027832,0
8,2583.3428,2350.0,298.2295,-0.1104047,-0.8478464,0.47551364,0.978338360786438,0.22743597254157066,1.0603661984205246,0.0,0.979824997484684,-0.7824545,-4.3129654,3.0760255,5.354982376098633,0
9,2583.3428,2300.0,298.2295,-0.11505607,-0.8531569,0.5002305,0.9956631660461426,0.23355292528867722,1.0762541741132736,0.0,0.9916440770030022,-0.8046109,-4.310771,3.2039044,5.430943489074707,0
10,2583.3428,2250.0,298.2295,-0.11977303,-0.8585465,0.5253579,1.0136314630508423,0.24034546129405499,1.0915916413068771,0.0,1.0029578879475594,-0.84304863,-4.307648,3.3332846,5.511565208435059,0
11,2583.3428,2200.0,298.2295,-0.124531,-0.8640125,0.5509374,1.0322585105895996,0.24808169156312943,1.106451764702797,0.0,1.0136189311742783,-0.8702193,-4.305786,3.4594023,5.591470241546631,0
12,2583.3428,2150.0,298.2295,-0.12932552,-0.8695477,0.5769544,1.0515296459197998,0.24932152591645718,1.1201463639736176,0.0,1.0252033099532127,-0.89369303,-4.303653,3.5932288,5.677270889282227,0
13,2583.3428,2100.0,298.2295,-0.13419206,-0.87514555,0.6034553,1.0714688301086426,0.26066888868808746,1.1330894976854324,0.0,1.0330839902162552,-0.9261078,-4.301914,3.716749,5.760066509246826,0
14,2583.3428,2050.0,298.2295,-0.13916343,-0.8808079,0.63041455,1.0920674800872803,0.27058413065969944,1.145053282380104,0.0,1.0405676141381264,-0.9528135,-4.3005176,3.8502674,5.850372791290283,0
15,2583.3428,2000.0,298.2295,-0.14402588,-0.8865211,0.6579016,1.1133272647857666,0.27104995027184486,1.155531406402588,0.0,1.0495964363217354,-0.98735034,-4.299885,3.9751296,5.938478469848633,0
16,2583.3428,1950.0,298.2295,-0.1490545,-0.89228284,0.68586916,1.1352543830871582,0.2787289656698704,1.1652696430683136,0.0,1.0559004098176956,-0.9977543,-4.2974586,4.1084538,6.028520107269287,0
17,2583.3428,1900.0,298.2295,-0.15408011,-0.8980963,0.7143781,1.15786612033844,0.28452680818736553,1.1744880378246307,0.0,1.0626437813043594,-1.038361,-4.295237,4.2366314,6.12178897857666,0
