node_id,x,y,z,s11,s22,s12,dspss,defect_label
203350,2587.289794921875,251.6598663330078,2000.0,-0.024924275930970907,-0.009988086065277457,-7.309839418212505e-07,0.3320898190140724,0
203351,2591.68310546875,201.44154357910156,2000.0,-0.024925088044255972,-0.009988040663301945,-1.1318862078724123e-06,0.3320900872349739,0
203352,2595.10205078125,151.14747619628906,2000.0,-0.02492542238906026,-0.009988069534301758,-1.2367385551215193e-06,0.33209019154310226,0
203353,2597.545166015625,100.79657745361328,2000.0,-0.024925137870013714,-0.009988055331632495,-6.269571670713958e-07,0.3320900499820709,0
203354,2599.01123046875,50.40776824951172,2000.0,-0.024925592821091413,-0.009988069999963045,5.401417979555845e-08,0.33209019154310226,0
203355,2599.5,0.0,2000.0,-0.024926111102104187,-0.009988031815737486,4.448390740208197e-07,0.3320903480052948,0
203356,1299.75,2251.233154296875,1950.0,-0.02493107318878174,-0.009990395978093147,8.296842679555994e-07,0.33216796815395355,0
203357,1343.1600341796875,2225.60595703125,1950.0,-0.02492954721674323,-0.00999051402322948,-1.0219110890830052e-06,0.3321673721075058,0
203358,1386.06494140625,2199.1416015625,1950.0,-0.02492986712604761,-0.00999047770164907,-2.3638928041691543e-06,0.33216745406389236,0
203359,1428.4486083984375,2171.8505859375,1950.0,-0.024930717889219522,-0.009990427875891328,1.893255330287502e-08,0.33216775208711624,0
203360,1470.2950439453125,2143.74267578125,1950.0,-0.02492915838956833,-0.009990525897592306,1.7671638090632769e-06,0.3321671262383461,0
203361,1511.588623046875,2114.82861328125,1950.0,-0.024930216372013092,-0.009990455117076635,1.0329691235710925e-07,0.33216749876737595,0
203362,1552.313720703125,2085.119140625,1950.0,-0.02493084082379937,-0.009990457212552428,-2.561291864822124e-06,0.33216773718595505,0
203363,1592.4552001953125,2054.625732421875,1950.0,-0.024929686915129423,-0.009990505175665021,-1.6038470391777082e-06,0.33216729760169983,0
203364,1631.99755859375,2023.359619140625,1950.0,-0.024930305313318968,-0.009990458143875003,7.640923342933092e-07,0.3321675509214401,0
