node_id,x,y,z,ux,uy,uz,temp,s11,s22,s12,smises,defect_label
1,1829.6594,0.0,1900.3658,-2.155536e-34,-1.7287892e-34,2.8530653e-34,120.0,-68.50836372375488,0.16126301512122154,0.588557206094265,68.5992317199707,0
2,1829.6594,250.0,1900.3658,0.01732999,0.0379143,0.06909416,120.0,-4.720755336791626,-1.53932737132709,0.4531627815304091,6.457712170173181,0
3,1319.0,250.0,2284.575,-0.3498174,0.024106024,-0.3275596,120.0,-9.275749862194061,-0.25471900030970573,-0.719102755188942,9.26228392124176,0
4,1319.0,0.0,2284.575,-1.5892524e-34,-4.003788e-34,9.3767904e-35,120.0,-56.92090606689453,-0.15373387932777405,-1.5974113941192627,56.91566467285156,0
5,1829.6594,350.0,1900.3658,0.021152066,0.049879536,0.07313461,120.0,-24.07043263786909,-0.5967218909227086,0.2423122544278158,23.796528525592294,0
6,1319.0,350.0,2284.575,-0.50552046,0.033713743,-0.5228069,120.0,-10.563788175582886,-0.4618839770555496,-0.8859992623329163,10.454179286956787,0
7,1829.6594,850.0,1900.3658,-0.1428549,0.12885684,-0.083576225,120.0,-4.9692302942276,-0.9693950340151787,0.04430705451522954,4.583840951323509,0
8,1319.0,850.0,2284.575,-1.2755536,0.06091556,-1.4676129,120.0,-10.756663084030151,-0.5997117608785629,-1.0131149739027023,10.61585259437561,0
9,1829.6594,5000.0,1900.3658,-3.39511,0.75369394,-2.1643164,120.0,-0.09818718209862709,0.00956202622546698,0.0068751327926293015,0.6332370713353157,0
10,1829.6594,4200.0,1900.3658,-3.096568,0.5903085,-2.1989026,120.0,-3.173750877380371,-0.22814512439072132,0.2694411985576153,7.569459825754166,0
11,1886.5858,4200.0,1843.8649,-2.7837596,0.6102379,-1.9025443,120.0,-0.4588242840836756,-0.0029088421288179234,0.3821387489151675,15.955217526701745,0
12,1886.5858,5000.0,1843.8649,-3.0349133,0.7770932,-1.8239074,120.0,-0.006809994578361511,0.003330894745886326,0.005118809873238206,0.8056714162230492,0
13,1829.6594,2150.0,1900.3658,-0.63135517,0.29197904,-0.31943268,120.0,-16.21263301372528,-0.1893262816593051,0.033735712291672826,16.11919414997101,0
14,1319.0,2150.0,2284.575,-2.6926756,0.12899454,-2.9353094,120.0,-9.01824426651001,-0.635198250412941,-0.9809323102235794,8.882068634033203,0
15,1829.6594,3800.0,1900.3658,-2.1988945,0.51969814,-1.362852,120.0,-1.8566071903333068,-0.6054994240403175,-0.011178854008903727,1.8164930045604706,0
16,1886.5858,3800.0,1843.8649,-2.0078716,0.5359154,-1.1844296,120.0,-1.9257874032482505,-1.1546075672940788,-0.07144170009996742,2.5374271570908604,0
17,1829.6594,2300.0,1900.3658,-0.6776539,0.3170228,-0.31254786,120.0,-8.301074862480164,-0.45268961042165756,0.029856889275833964,8.084484934806824,0
18,1319.0,2300.0,2284.575,-2.8251295,0.13628027,-3.0428963,120.0,-9.02527642250061,-0.6635139286518097,-1.007393255829811,8.885540246963501,0
19,1829.6594,2700.0,1900.3658,-0.9183902,0.37473884,-0.43833306,120.0,-6.360728859901428,-0.5227054581046104,-0.3207196071743965,6.141492486000061,0
20,1886.5858,2700.0,1843.8649,-0.71381533,0.39167905,-0.25390658,120.0,-6.121795415878296,-0.5096242725849152,-0.298291627317667,5.906408131122589,0
21,1319.0,2700.0,2284.575,-3.1512964,0.15163834,-3.2678216,120.0,-8.999832153320312,-0.7627201229333878,-1.0991864204406738,8.851321935653687,0
22,1900.3658,0.0,1829.6594,-1.6644331e-34,-1.571558e-34,2.6464513e-34,120.0,-72.8654956817627,0.11298949643969536,0.5286986380815506,72.92985534667969,0
23,1900.3658,250.0,1829.6594,0.022025999,0.033828046,0.08567127,120.0,-29.360784900622093,-0.7421542217052775,0.37170968797727255,29.022642216907116,0
24,1893.8528,250.0,1836.4001,0.025334666,0.038557846,0.08477401,120.0,-17.312084758945275,-0.5570288624003297,0.6840123364891042,17.08802102127811,0
25,1893.8528,0.0,1836.4001,-1.1208658e-34,-1.2250001e-34,6.347998e-35,120.0,-70.92007637023926,0.1225614994764328,0.5050606355071068,70.98822021484375,0
26,1900.3658,350.0,1829.6594,0.042411447,0.04445021,0.10311935,120.0,-3.335311663162429,-1.5267900161197758,0.3071234973249375,5.305134719645139,0
27,1893.8528,350.0,1836.4001,0.044893138,0.041081756,0.09912848,120.0,-3.903363496379825,-0.8943005090768565,0.5683069535079994,3.6857003501500003,0
28,1900.3658,850.0,1829.6594,-0.11064728,0.1321362,-0.056887977,120.0,-2.8616261673669214,-0.9040765844274574,0.5248621474383981,2.7153730356076267,0
29,1893.8528,850.0,1836.4001,-0.10677974,0.1280086,-0.05958839,120.0,-3.2405618754855823,-1.5321141577242088,0.159125470170693,4.270735452097142,0
30,1900.3658,2150.0,1829.6594,-0.4414929,0.30861756,-0.13973238,120.0,-13.35212079025041,-0.355830110682291,0.568688320061483,13.227683901495766,0
31,1893.8528,2150.0,1836.4001,-0.4539716,0.3119845,-0.15495533,120.0,-26.21898912245524,-0.6391958629246801,0.12711350878089434,25.926004585286137,0
32,1900.3658,2300.0,1829.6594,-0.45028916,0.33585754,-0.10659778,120.0,-8.538416504859924,-0.4411959536373615,0.08981123380362988,8.32813447713852,0
33,1893.8528,2300.0,1836.4001,-0.47025585,0.33431146,-0.12417109,120.0,-8.449524164199829,-0.4504210315644741,0.07754899701103568,8.234720408916473,0
34,1900.3658,2700.0,1829.6594,-0.6664439,0.39547887,-0.21335725,120.0,-6.031304776668549,-0.5067505091428757,-0.2957483045756817,5.817364156246185,0
35,1893.8528,2700.0,1836.4001,-0.68885833,0.39376056,-0.2321885,120.0,-6.0860143303871155,-0.5065542049705982,-0.29834074154496193,5.872210323810577,0
36,1900.3658,3800.0,1829.6594,-1.9690479,0.54555947,-1.1465632,120.0,-1.1879218793474138,-0.4569922010341543,0.32004967617831426,1.2256592781632207,0
37,1893.8528,3800.0,1836.4001,-1.9886962,0.54303885,-1.1636786,120.0,-0.702074642838852,-0.6296523423425242,0.26007907697203336,0.9289831647038227,0
38,1900.3658,5000.0,1829.6594,-2.9532533,0.7823953,-1.750168,120.0,-0.004280552268028259,0.0020641261944547296,0.003564627841114998,0.832069531083107,0
39,1900.3658,4200.0,1829.6594,-2.5297542,0.6174224,-1.6585325,120.0,-1.674647804175038,-0.11052819187170826,0.20329264327301644,2.096163413138129,0
40,2143.4546,4200.0,1537.7406,-2.340855,0.65563977,-1.2599267,120.0,-0.14897571224719286,0.059977547396556474,0.5146763591328636,5.430581557797268,0
41,2143.4546,5000.0,1537.7406,-2.2972355,0.8292647,-1.2622111,120.0,0.05191478529013693,0.019881115993484855,0.02870411315234378,0.14642938319593668,0
42,1893.8528,4200.0,1836.4001,-2.666292,0.6144005,-1.7892321,120.0,-1.2544238908449188,-0.11343634621880483,0.22044968645786867,3.2410423710825853,0
43,2534.7144,0.0,730.9354,-7.695761e-35,-9.688512e-35,3.6658023e-34,120.0,-61.04848670959473,0.7827084958553314,0.5827115848660469,61.453837394714355,0
44,2534.7144,250.0,730.9354,0.17120838,0.04001057,0.12988839,120.0,-1.8126471750438213,-0.4342903451761231,-0.08204975812986959,4.360831192112528,0
45,2403.4497,250.0,1087.4159,0.2775467,0.0138548715,0.22099988,120.0,-21.725289821624756,-1.1268107444047928,0.2074567088857293,21.189258575439453,0
46,2403.4497,0.0,1087.4159,-8.9519715e-35,-2.6283018e-34,1.341474e-34,120.0,-92.76058387756348,0.09815366938710213,-0.18013602308928967,92.81110572814941,0
47,2534.7144,350.0,730.9354,0.20296085,0.053980112,0.15033661,120.0,-7.756327786308248,-0.13417927007685648,-0.27826181535056094,7.7499656532891095,0
48,2403.4497,350.0,1087.4159,0.352833,0.027314639,0.2616674,120.0,-14.879826784133911,-1.0021718591451645,0.2948615103960037,14.414156079292297,0
49,2534.7144,850.0,730.9354,-0.13199443,0.12830342,0.055691924,120.0,-2.370477915468655,0.0010462104110047221,-0.12907280629951856,2.385429659720103,0
