node_id,x,y,z,ux,uy,uz,temp,s11,s22,s12,smises,defect_label
50,2403.4497,850.0,1087.4159,0.17649922,0.12828663,0.18858367,120.0,-5.790376298111369,-0.46387712447358354,0.6757227661728393,5.695940948702628,0
51,2534.7144,5000.0,730.9354,-5.183718,0.636714,-2.7008038,120.0,-0.05433726729825139,0.0004540167283266783,-0.003673777566291392,0.06911165826022625,0
52,2534.7144,4200.0,730.9354,-4.3020735,0.4765618,-2.0651639,120.0,-0.3318793922662735,-0.21293517062440515,0.22607758122194355,2.7007939741015434,0
53,2537.2957,4200.0,721.92456,-4.372488,0.47229007,-2.08689,120.0,-0.13907740637660027,-0.20174090471118689,0.20662990438449924,2.554362528026104,0
54,2537.2957,5000.0,721.92456,-5.247424,0.6323775,-2.721003,120.0,-0.057884258683770895,0.0004208481404930353,-0.00379595800768584,0.0699103930965066,0
55,2534.7144,2150.0,730.9354,-1.624634,0.25323296,-0.5104477,120.0,3.2482478546371567,-0.041496302699670196,-0.2582205034123035,3.308436968422029,0
56,2403.4497,2150.0,1087.4159,-0.33343288,0.32488462,0.022892889,120.0,-3.4067978168368427,-0.27969077452689817,0.4086951261415379,3.354584724031156,0
57,2534.7144,3800.0,730.9354,-3.4720743,0.41173413,-1.631284,120.0,4.447593629360199,-0.11359035223722458,-0.8329323753714561,4.733950555324554,0
58,2537.2957,3800.0,721.92456,-3.5412774,0.4079327,-1.654078,120.0,4.825864374637604,-0.09549851808696985,-0.8634961023926735,5.100760281085968,0
59,2534.7144,2300.0,730.9354,-1.8214452,0.27651423,-0.60030806,120.0,1.9182917793223169,0.13620925732539035,-0.2106460095528746,1.900195635680575,0
60,2403.4497,2300.0,1087.4159,-0.25762388,0.35774812,0.02512238,120.0,-0.257963774522068,-0.16264861664603814,0.08893781824008329,2.393761363317026,0
61,2534.7144,2700.0,730.9354,-2.3302,0.29454392,-0.8579914,120.0,4.314148036355618,-0.06606225825089496,-0.27739654585457174,4.379879907355644,0
62,2537.2957,2700.0,721.92456,-2.37688,0.29318815,-0.87479806,120.0,4.787962402064295,-0.21455780514224898,-0.35891762430401286,4.9458221405075165,0
63,2403.4497,2700.0,1087.4159,-0.57480294,0.40746814,-0.14645001,120.0,-24.976787851686822,-0.5400218103895895,-0.33177721803076565,24.737398928846233,0
64,2560.5947,0.0,634.34863,-6.383577e-35,-3.671522e-35,3.8150414e-34,120.0,-45.28982734680176,0.84500952064991,0.8444047421216965,45.743900299072266,0
65,2560.5947,250.0,634.34863,0.18278797,0.046498198,0.112383634,120.0,-2.325458149680344,0.09705616739302059,-0.3204017094340088,4.883623937927041,0
66,2540.1267,250.0,711.8988,0.15686755,0.043212075,0.123075545,120.0,-1.7644531708319846,-0.09010941396263661,0.05314886423002463,1.7389107327908278,0
67,2540.1267,0.0,711.8988,-2.0030375e-35,-2.9479068e-35,-3.5024494e-36,120.0,-57.822075843811035,0.8384034633636475,0.6185978427529335,58.258748054504395,0
68,2560.5947,350.0,634.34863,0.12415372,0.062371965,0.10476128,120.0,2.608387460057884,-0.062133253952197265,-0.5067564783694252,5.743218821909977,0
69,2540.1267,350.0,711.8988,0.17240857,0.053182915,0.13844644,120.0,-1.0685911443579243,0.007370515864749905,-0.07277361044543795,1.209709436603589,0
70,2560.5947,850.0,634.34863,-0.42672557,0.123634644,-0.048329975,120.0,4.1148006319999695,-0.023780506220646203,-0.9677907824516296,4.473192036151886,0
71,2540.1267,850.0,711.8988,-0.16191716,0.124876946,0.043640763,120.0,-5.423204466700554,-0.2717749630101025,-0.7251441106200218,5.604393690824509,0
72,2560.5947,2150.0,634.34863,-2.2773378,0.23722132,-0.71371144,120.0,2.2342991828918457,-0.09938865387812257,-1.228251501917839,3.140352040529251,0
73,2540.1267,2150.0,711.8988,-1.7328651,0.25402537,-0.54583865,120.0,-2.6434582844376564,-0.5930971540510654,-1.0344189554452896,3.427795112133026,0
74,2560.5947,2300.0,634.34863,-2.469356,0.24807182,-0.8036745,120.0,2.361837238073349,-0.08311926061287522,-1.2537301629781723,3.2703320682048798,0
75,2540.1267,2300.0,711.8988,-1.9158797,0.26934162,-0.6332335,120.0,-2.2962958168354817,-0.08771983985207044,-0.6873706812330056,3.331497508348548,0
76,2560.5947,2700.0,634.34863,-3.0034456,0.27508998,-1.0663198,120.0,1.6370027586817741,-0.2031950857490301,-1.313256174325943,2.9077652394771576,0
77,2540.1267,2700.0,711.8988,-2.4289925,0.29567084,-0.8916091,120.0,1.5358673247610568,-0.6462487056851387,-0.903534936500364,5.4593737289105775,0
78,2560.5947,3800.0,634.34863,-4.260366,0.36963812,-1.8743633,120.0,8.332777857780457,0.06994588719680905,-1.1286510229110718,8.52552980184555,0
79,2540.1267,3800.0,711.8988,-3.6195474,0.40371597,-1.679302,120.0,5.2388418316841125,-0.0778644282836467,-0.8937295451760292,5.50232470035553,0
80,2560.5947,4200.0,634.34863,-5.102696,0.42879528,-2.297641,120.0,1.5492288544774055,-0.09164751507341862,0.023124072700738907,1.8105942942202091,0
81,2540.1267,4200.0,711.8988,-4.452048,0.46750447,-2.1111407,120.0,0.06638718396425247,-0.18944529676809907,0.18550570646766573,2.405951887369156,0
82,2560.5947,5000.0,634.34863,-5.8898177,0.5883021,-2.9105775,120.0,-0.09179813442751765,0.002249482087790966,-0.0032411929685622455,0.10014382023364306,0
83,2540.1267,5000.0,711.8988,-5.3189144,0.62751013,-2.743363,120.0,-0.061545902863144875,0.0005291341803967953,-0.0038070776499807835,0.07193619478493929,0
84,2638.0,250.0,0.0,0.62835354,-0.061673198,-0.16446759,120.0,-11.498294591903687,-0.9340472519397736,-2.021440029144287,11.616900444030762,0
85,2638.0,350.0,0.0,0.24939543,-0.064256676,-0.22768511,120.0,-8.959553122520447,-0.778282031416893,-1.6650345623493195,9.069861888885498,0
86,2537.2957,350.0,721.92456,0.18766001,0.0527673,0.14541426,120.0,-3.255992052334477,-0.014691858588776086,-0.0810363398413756,3.2554517711687367,0
87,2537.2957,250.0,721.92456,0.1630633,0.042056635,0.12658404,120.0,-1.563561748869688,-0.19616136586409993,0.05196081654867157,1.5074311663629487,0
88,2143.4546,350.0,1537.7406,0.19555807,0.032906152,0.20204367,120.0,-16.709139108657837,-1.3316904604434967,0.5183700807392597,16.109806299209595,0
89,2143.4546,250.0,1537.7406,0.14270018,0.018937092,0.16762035,120.0,-20.98993682861328,-1.5694488435983658,0.4955504685640335,20.272276401519775,0
90,1886.5858,350.0,1843.8649,0.04111962,0.039938536,0.09759845,120.0,-4.727818336863493,-0.6649463037065289,0.6292018303793157,4.570597689627903,0
91,1886.5858,250.0,1843.8649,0.025222821,0.04046988,0.08339401,120.0,-12.735134594942906,-0.5374934888095595,0.7536579981679097,12.551374558010139,0
92,1886.5858,850.0,1843.8649,-0.10844822,0.12835112,-0.059961528,120.0,-3.118010029196739,-1.813575118780136,0.08623908646404743,6.1499335169792175,0
93,2143.4546,850.0,1537.7406,-0.011037307,0.13651344,0.040980984,120.0,-7.1618098699291295,-0.5431147385388613,0.8009413707914064,7.045336000825046,0
94,2638.0,0.0,0.0,1.7977125e-36,-5.88852e-34,-1.6330261e-34,120.0,-16.022448539733887,-5.226451396942139,-4.766346454620361,16.657392501831055,0
95,2537.2957,850.0,721.92456,-0.14024504,0.12561008,0.05236194,120.0,-5.351749649667909,-0.16288862634974066,-0.4858046098779596,5.416075413733779,0
96,2537.2957,0.0,721.92456,-6.322174e-35,-8.2619563e-35,3.2651629e-34,120.0,-59.58285903930664,0.8184506744146347,0.6013354882597923,60.00834846496582,0
97,1893.8528,5000.0,1836.4001,-2.9916036,0.77990144,-1.784563,120.0,-0.005486182868480682,0.0026705354684963822,0.004300981760025024,0.8175218775868416,0
98,1886.5858,2300.0,1843.8649,-0.49295402,0.332404,-0.1439157,120.0,-8.351979374885559,-0.45876268297433853,0.06878939783200622,8.133240818977356,0
99,1886.5858,2150.0,1843.8649,-0.47157404,0.30922034,-0.17293853,120.0,-29.02002763748169,-0.6737942211329937,-0.041755107464268804,28.70095205307007,0
100,1886.5858,0.0,1843.8649,-1.678647e-34,-1.445106e-34,2.461429e-34,120.0,-69.91339683532715,0.16154877468943596,0.46453186124563217,70.00060844421387,0
101,2403.4497,4200.0,1087.4159,-2.4673052,0.6091436,-1.3642453,120.0,-4.151343376157456,-0.38052896526642144,0.48726747278124094,5.982603549957275,0
102,2403.4497,5000.0,1087.4159,-3.2770195,0.7680774,-1.9361542,120.0,-0.17643557861447334,-0.003278223564848304,-0.013314106268808246,0.5860128104686737,0
103,2143.4546,3800.0,1537.7406,-1.3366377,0.5837738,-0.6499914,120.0,-23.512243678007508,-0.5008906292600841,-0.13278607345637283,23.27821904513985,0
104,2403.4497,3800.0,1087.4159,-1.6241765,0.5350169,-0.8780956,120.0,-3.8994772136211395,-0.25376505963504314,-0.28269481100142,3.81184184551239,0
105,2143.4546,2700.0,1537.7406,-0.04896697,0.44085208,0.21998282,120.0,-6.10028862953186,-0.42974694445729256,-0.2596379239112139,5.9145747423172,0
106,2143.4546,2300.0,1537.7406,0.107862055,0.37559238,0.3005929,120.0,-5.975596129894257,-0.32828034088015556,0.30512282252311707,5.842660307884216,0
107,2143.4546,2150.0,1537.7406,0.028740715,0.34196115,0.23428553,120.0,-3.925240036421201,-0.3109510455005875,0.45658023733994924,3.862833363993559,0
108,2143.4546,0.0,1537.7406,-1.9175014e-34,-2.8385495e-34,3.7149306e-34,120.0,-85.58666038513184,-0.10305436328053474,0.02970869094133377,85.53653144836426,0
109,2638.0,3800.0,0.0,-7.8712263,-0.015829673,-2.694845,120.0,-3.7460219860076904,-0.32820700109004974,-1.0224968641996384,4.027489483356476,0
110,2638.0,4200.0,0.0,-8.426087,0.03756463,-3.0120213,120.0,-0.6052337288856506,0.09876764006912708,-0.20355266146361828,4.566100478172302,0
111,1319.0,4200.0,2284.575,-5.320569,0.29069555,-5.0912967,120.0,-0.21096350392326713,0.036258634412661195,0.03397584817139432,0.5980682075023651,0
112,1319.0,3800.0,2284.575,-4.4294224,0.22317807,-4.1962833,120.0,-5.767680287361145,-0.3917359635233879,-0.617378830909729,5.683826208114624,0
113,1319.0,5000.0,2284.575,-7.6498847,0.45429668,-7.8597517,120.0,0.49047327041625977,0.0478953942656517,0.06569586833938956,1.8005137145519257,0
114,2638.0,2700.0,0.0,-6.4700766,-0.05620011,-1.8639066,120.0,-7.500747084617615,-0.5975900888442993,-1.4243167638778687,7.631806135177612,0
115,2537.2957,2150.0,721.92456,-1.6703959,0.25488675,-0.5258318,120.0,0.313928362178558,-0.4744397619506344,-0.7161409727414139,3.9191008385969326,0
116,2537.2957,2300.0,721.92456,-1.8662603,0.27415824,-0.6161202,120.0,0.7994246486632619,0.15081951505271718,-0.2806124739727238,2.059342613865738,0
117,2638.0,2300.0,0.0,-5.583971,-0.061704677,-1.5635271,120.0,-7.431278705596924,-0.5975527763366699,-1.4216466546058655,7.565220594406128,0
118,2638.0,2150.0,0.0,-5.2086563,-0.063370675,-1.4503491,120.0,-7.558578014373779,-0.6069372892379761,-1.4354697465896606,7.6890774965286255,0
119,2638.0,850.0,0.0,-1.2620516,-0.06094619,-0.52551293,120.0,-8.579359292984009,-0.689239576458931,-1.5471512079238892,8.681419372558594,0
120,2638.0,5000.0,0.0,-10.465098,0.19323935,-3.6173007,120.0,-0.013808609452098608,-0.013072840054519475,-0.0029372975695878267,0.14101255871355534,0
121,0.0,10448.525,0.0,9.0774355,15.813195,20.443462,120.0,0.00023292924743145704,-1.1749342692465605e-05,-4.428211948172909e-05,0.007430823353140361,0
122,1829.6594,50.0,1900.3658,0.01106808,0.005840526,0.052617643,120.0,-52.05859708786011,-0.39142937399446964,0.6237332783639431,51.88268566131592,0
123,1829.6594,100.0,1900.3658,-0.0094213225,0.013009839,0.044458114,120.0,-29.85817551612854,-1.1542256996035576,0.7752673625946045,29.33610224723816,0
124,1829.6594,150.0,1900.3658,0.01748974,0.021208517,0.07537872,120.0,-20.480996966362,-1.3441786170005798,0.83443883061409,19.89955997467041,0
125,1829.6594,200.0,1900.3658,0.00093340146,0.03065833,0.058070183,120.0,-13.97804170846939,-1.6957015544176102,0.9168466702103615,13.379977822303772,0
126,1818.8978,250.0,1910.6686,0.015722387,0.038419254,0.065799735,120.0,-4.033940955996513,-1.85042342543602,0.4030533195473254,7.7884721159935,0
127,1808.0782,250.0,1920.9105,0.0128695285,0.039387815,0.06436531,120.0,-5.03747396171093,-1.5766524225473404,0.4641033881343901,6.723581209778786,0
128,1797.201,250.0,1931.0911,0.012218698,0.03868265,0.06541208,120.0,-7.29907251149416,-1.4146431982517242,0.3760890676639974,6.965666592121124,0
129,1786.2664,250.0,1941.21,0.0108981645,0.039256427,0.06586697,120.0,-9.597152553498745,-1.2835996598005295,0.34479556744918227,9.206001982092857,0
130,1775.2749,250.0,1951.2671,0.008431342,0.038832616,0.06530494,120.0,-11.708651423454285,-1.174321435391903,0.33095318931736983,11.192600905895233,0
131,1764.2267,250.0,1961.2618,0.0058781886,0.03947055,0.06448218,120.0,-13.333367645740509,-1.088565468788147,0.3399801050545648,12.845490157604218,0
132,1753.1222,250.0,1971.1942,0.0027574948,0.039379492,0.06307552,120.0,-14.748644590377808,-1.0149065405130386,0.3550550145737361,14.287873029708862,0
133,1741.9619,250.0,1981.0636,-0.0006418093,0.04005535,0.061209235,120.0,-15.772312998771667,-0.9538539052009583,0.37417877558618784,15.337234497070312,0
134,1730.746,250.0,1990.8698,-0.0043596155,0.04020418,0.058949325,120.0,-16.68320894241333,-0.8991484716534615,0.39006968308240175,16.271717190742493,0
135,1719.4749,250.0,2000.6124,-0.008374712,0.0408749,0.056257248,120.0,-17.369226694107056,-0.8500756397843361,0.4051364539191127,16.97990119457245,0
136,1708.1489,250.0,2010.2914,-0.01265229,0.041171104,0.053209297,120.0,-18.007922530174255,-0.8036526814103127,0.41533186938613653,17.639535665512085,0
137,1696.7684,250.0,2019.9061,-0.017211614,0.04181943,0.049775913,120.0,-18.526407599449158,-0.7594700306653976,0.42368009500205517,18.178336143493652,0
138,1685.3339,250.0,2029.4565,-0.022021253,0.042199045,0.045995668,120.0,-19.029679656028748,-0.7160357013344765,0.427534369751811,18.70142114162445,0
139,1673.8456,250.0,2038.9421,-0.027105628,0.04281982,0.041851528,120.0,-19.469908952713013,-0.6732424944639206,0.42933040484786034,19.16133725643158,0
140,1662.3038,250.0,2048.3628,-0.032441992,0.043240648,0.03735863,120.0,-19.909271955490112,-0.6303100977092981,0.4272547382861376,19.620309472084045,0
141,1650.7091,250.0,2057.718,-0.038057413,0.043831192,0.032501332,120.0,-20.316150903701782,-0.5872565172612667,0.42301817424595356,20.046936511993408,0
142,1639.0618,250.0,2067.0076,-0.043936692,0.044263724,0.02728093,120.0,-20.727514505386353,-0.5437078680843115,0.41531731467694044,20.47818160057068,0
143,1627.362,250.0,2076.2314,-0.05010256,0.044820145,0.021687338,120.0,-21.122061014175415,-0.49969152733683586,0.40530046354979277,20.892886638641357,0
144,1615.6105,250.0,2085.389,-0.056551035,0.045240864,0.015706966,120.0,-21.521095514297485,-0.45511655043810606,0.39195359591394663,21.312292337417603,0
145,1603.8074,250.0,2094.4797,-0.06330402,0.045756157,0.009327967,120.0,-21.911401748657227,-0.4099777372175595,0.3760866718366742,21.72329592704773,0
146,1591.9531,250.0,2103.504,-0.07036294,0.04614325,0.002530975,120.0,-22.30309820175171,-0.36441014042065945,0.3568034884519875,22.135884523391724,0
147,1580.0482,250.0,2112.4612,-0.07775164,0.04660723,-0.004700493,120.0,-22.688050746917725,-0.318292832467705,0.3346862106118351,22.542072772979736,0
148,1568.0928,250.0,2121.3508,-0.08547624,0.04693736,-0.012391698,120.0,-23.068612575531006,-0.2720617614686489,0.30890671780798584,22.94395661354065,0
149,1556.0873,250.0,2130.1729,-0.09356491,0.04733477,-0.020568438,120.0,-23.44057607650757,-0.2254686001688242,0.2799604124156758,23.33752942085266,0
150,1544.0322,250.0,2138.927,-0.10202318,0.047580782,-0.029252598,120.0,-23.79889464378357,-0.1792210415005684,0.2469765692949295,23.71738600730896,0
151,1531.928,250.0,2147.6128,-0.11088649,0.04789156,-0.038484793,120.0,-24.1421000957489,-0.13293849304318428,0.2105220165103674,24.082305431365967,0
152,1519.7748,250.0,2156.2302,-0.12016709,0.048019398,-0.048293576,120.0,-24.45790147781372,-0.08771493658423424,0.16959628742188215,24.419471979141235,0
153,1507.5731,250.0,2164.7788,-0.12989733,0.04821665,-0.058723185,120.0,-24.746684789657593,-0.04298443999141455,0.12507478892803192,24.729613542556763,0
154,1495.3235,250.0,2173.2583,-0.14009687,0.048181556,-0.069806166,120.0,-24.986515522003174,-0.0003965310752391815,0.07568724919110537,24.9900164604187,0
155,1483.026,250.0,2181.6687,-0.15080027,0.048230235,-0.08160485,120.0,-25.179345846176147,0.04088483052328229,0.022992224665358663,25.203096866607666,0
156,1470.6813,250.0,2190.0093,-0.16203499,0.047970902,-0.09415087,120.0,-25.292173862457275,0.07839726703241467,-0.0347388971131295,25.33471155166626,0
157,1458.2897,250.0,2198.28,-0.17383122,0.047825083,-0.10752935,120.0,-25.327481031417847,0.11339328344911337,-0.09457517508417368,25.387961864471436,0
158,1445.8516,250.0,2206.4807,-0.18623056,0.047254775,-0.12176491,120.0,-25.240947246551514,0.14223633520305157,-0.1592611187370494,25.31689429283142,0
159,1433.3673,250.0,2214.611,-0.19924484,0.046857882,-0.13697362,120.0,-25.033703327178955,0.16690263152122498,-0.22314761544112116,25.1234393119812,0
160,1420.8373,250.0,2222.6707,-0.212939,0.04584723,-0.15315163,120.0,-24.657912731170654,0.18201207742094994,-0.29171660868451,24.757500886917114,0
161,1408.2621,250.0,2230.6597,-0.22728916,0.04513714,-0.1704822,120.0,-24.101550579071045,0.19090070389211178,-0.35417852737009525,24.208102464675903,0
162,1395.6418,250.0,2238.5771,-0.24241984,0.04347857,-0.18888946,120.0,-23.34892511367798,0.18556622602045536,-0.4242332708090544,23.456749200820923,0
163,1382.977,250.0,2246.4233,-0.2582164,0.04240728,-0.20869699,120.0,-22.24640417098999,0.16953101009130478,-0.4807693362236023,22.349941730499268,0
164,1370.2683,250.0,2254.198,-0.2749383,0.0396862,-0.22954541,120.0,-20.938403010368347,0.13061248883605003,-0.5596361197531223,21.030160665512085,0
165,1357.5157,250.0,2261.9006,-0.29227775,0.03827419,-0.2523059,120.0,-18.194080114364624,0.05256492109037936,-0.6052653100341558,18.254225611686707,0
166,1344.72,250.0,2269.5312,-0.31099,0.033269044,-0.27569488,120.0,-16.116827249526978,-0.04094157717190683,-0.6152197439223528,16.134539365768433,0
167,1331.8812,250.0,2277.0894,-0.3293085,0.032315183,-0.3033843,120.0,-12.67888280749321,-0.17480911500751972,-0.6851468719542027,12.669443786144257,0
168,1319.0,200.0,2284.575,-0.27837518,0.022671968,-0.24662305,120.0,-8.735562801361084,-0.16484962264075875,-0.5421270877122879,8.711976051330566,0
169,1319.0,150.0,2284.575,-0.19601777,0.011473997,-0.13911597,120.0,-9.299921035766602,0.016319397429469973,-0.3148205205798149,9.345477104187012,0
170,1319.0,100.0,2284.575,-0.13453163,0.008535599,-0.08180776,120.0,-3.9021673649549484,0.2820204664603807,0.041141862981021404,9.214699998497963,0
171,1319.0,50.0,2284.575,-0.043948695,-0.0126262335,0.029267406,120.0,-25.78092174232006,0.15796851366758347,-0.6919076861813664,31.06581760942936,0
172,1331.8812,0.0,2277.0894,-2.6716636e-34,-3.7250192e-34,1.5324383e-34,120.0,-65.60084342956543,0.6401441991329193,-0.7893188670277596,65.96393966674805,0
173,1344.72,0.0,2269.5312,-2.4396449e-34,-7.856495e-35,1.3024131e-34,120.0,-72.16017723083496,1.532983437180519,0.27327847108244896,72.94644165039062,0
